rocketState_data.timeStamp_RS,has_rocketState_data,rocketState_data.rocketState0,rocketState_data.rocketState1,rocketState_data.rocketState2,rocketState_data.rocketState3
197388017,1,6,6,6,6
197390626,1,6,6,6,6
197393235,1,6,6,6,6
197395844,1,6,6,6,6
197398453,1,6,6,6,6
197401062,1,6,6,6,6
197403671,1,6,6,6,6
197406280,1,6,6,6,6
197410206,1,6,6,6,6
197412815,1,6,6,6,6
197415425,1,6,6,6,6
197418034,1,6,6,6,6
197420643,1,6,6,6,6
197423252,1,6,6,6,6
197425861,1,6,6,6,6
197428470,1,6,6,6,6
197431079,1,6,6,6,6
197433688,1,6,6,6,6
197436297,1,6,6,6,6
197438906,1,6,6,6,6
197441515,1,6,6,6,6
197444124,1,6,6,6,6
197446733,1,6,6,6,6
197450654,1,6,6,6,6
197453263,1,6,6,6,6
197455872,1,6,6,6,6
197458481,1,6,6,6,6
197461090,1,6,6,6,6
197463699,1,6,6,6,6
197466308,1,6,6,6,6
197468917,1,6,6,6,6
197471526,1,6,6,6,6
197474135,1,6,6,6,6
197476744,1,6,6,6,6
197479353,1,6,6,6,6
197481962,1,6,6,6,6
197484571,1,6,6,6,6
197487180,1,6,6,6,6
197491098,1,6,6,6,6
197493707,1,6,6,6,6
197496316,1,6,6,6,6
197498925,1,6,6,6,6
197501534,1,6,6,6,6
197504143,1,6,6,6,6
197506752,1,6,6,6,6
197509361,1,6,6,6,6
197511970,1,6,6,6,6
197514579,1,6,6,6,6
197517188,1,6,6,6,6
197519797,1,6,6,6,6
197522406,1,6,6,6,6
197525015,1,6,6,6,6
197527624,1,6,6,6,6
197531537,1,6,6,6,6
197534146,1,6,6,6,6
197536755,1,6,6,6,6
197539364,1,6,6,6,6
197541973,1,6,6,6,6
197544582,1,6,6,6,6
197547191,1,6,6,6,6
197549800,1,6,6,6,6
197552409,1,6,6,6,6
197555018,1,6,6,6,6
197557627,1,6,6,6,6
197560236,1,6,6,6,6
197562845,1,6,6,6,6
197565454,1,6,6,6,6
197568063,1,6,6,6,6
197571973,1,6,6,6,6
197574582,1,6,6,6,6
197577192,1,6,6,6,6
197579801,1,6,6,6,6
197582410,1,6,6,6,6
197585482,1,6,6,6,6
197587822,1,6,6,6,6
197590238,1,6,6,6,6
197592846,1,6,6,6,6
197595455,1,6,6,6,6
197598064,1,6,6,6,7
197600673,1,6,6,6,7
197603282,1,6,6,6,7
197605891,1,6,6,6,7
197608500,1,6,6,6,8
197612405,1,6,6,6,8
197615015,1,6,6,7,8
197617624,1,6,6,7,8
197620233,1,6,6,7,8
197622842,1,6,6,7,8
197625451,1,6,6,8,8
197628060,1,6,6,8,8
197630669,1,6,6,8,8
197633278,1,6,6,8,8
197635887,1,6,6,8,8
197638496,1,6,6,8,8
197641105,1,6,6,8,8
197643714,1,6,6,8,8
197646323,1,6,6,8,8
197648932,1,6,6,9,8
197652834,1,6,6,10,9
197655443,1,6,6,10,10
197658052,1,6,6,10,10
197660661,1,6,6,10,10
197663270,1,6,6,10,10
197665879,1,6,6,10,10
197668488,1,6,6,10,10
197671097,1,6,6,10,10
197673706,1,6,6,10,10
197676315,1,6,6,10,10
197678924,1,6,6,10,10
197681533,1,6,6,10,10
197684142,1,6,6,10,10
197686751,1,6,6,10,10
197689360,1,6,6,10,10
197693253,1,6,6,10,10
197693881,1,6,6,10,10
197696176,1,6,6,10,10
197698590,1,6,6,10,10
197701140,1,6,6,10,10
197703731,1,6,6,10,10
197706338,1,6,6,10,11
197708947,1,6,6,10,10
197711545,1,6,6,10,10
197714154,1,6,6,10,10
197716763,1,6,6,10,10
197719372,1,6,6,10,10
197721981,1,6,6,10,11
197724590,1,6,6,10,10
197727199,1,6,6,10,11
197729808,1,6,6,10,10
197733706,1,6,6,10,11
197736316,1,6,6,10,12
197738925,1,6,6,10,12
197741534,1,6,6,10,12
197744143,1,6,6,10,12
197746752,1,6,6,10,12
197749361,1,6,6,10,12
197751970,1,6,6,10,12
197754579,1,6,6,10,12
197757188,1,6,6,10,12
197759797,1,6,6,10,12
197762406,1,6,7,10,12
197765016,1,6,7,10,12
197767624,1,6,7,10,12
197770233,1,6,7,10,12
197774124,1,6,8,10,12
197774726,1,6,9,10,12
197776818,1,6,10,10,12
197779426,1,6,10,10,12
197781973,1,6,10,10,12
197784581,1,6,10,10,12
197787173,1,6,10,10,12
197789781,1,6,10,10,12
197792390,1,6,10,10,12
197794999,1,6,10,10,12
197797608,1,6,10,10,12
197800217,1,6,10,10,12
197802826,1,6,10,10,12
197805435,1,6,10,10,12
197808044,1,6,10,10,12
197810653,1,6,10,10,12
197814540,1,6,10,10,12
197815141,1,6,10,10,12
197817229,1,6,10,10,12
197819779,1,6,10,10,12
197822388,1,6,10,10,12
197824997,1,6,10,10,12
197827606,1,6,10,10,12
197830216,1,6,10,10,12
197832824,1,6,10,10,12
197835433,1,6,10,10,12
197838042,1,6,10,10,12
197840652,1,6,10,10,12
197843259,1,6,10,10,12
197845869,1,6,10,10,12
197848477,1,6,10,10,12
197851086,1,7,10,10,12
197854971,1,8,10,10,12
197857563,1,8,10,10,12
197860172,1,8,10,10,12
197862781,1,9,10,10,12
197865390,1,10,10,10,12
197867999,1,10,10,10,12
197870608,1,10,10,10,12
197873217,1,10,10,10,12
197875826,1,10,10,10,12
197878435,1,10,10,10,12
197881044,1,10,10,10,12
197883653,1,10,10,10,12
197886262,1,10,10,10,12
197888871,1,10,10,10,12
197891480,1,10,10,10,12
197895367,1,10,10,10,12
197897976,1,10,10,10,12
197900585,1,10,10,10,12
197903194,1,10,10,10,12
197905803,1,10,10,10,12
197908412,1,10,10,10,12
197911021,1,10,10,10,12
197913630,1,10,10,10,12
197916239,1,10,10,10,12
197918848,1,10,10,10,12
197921457,1,10,10,10,12
197924066,1,10,10,10,12
197926675,1,10,10,10,12
197929284,1,10,10,10,12
197931893,1,10,10,10,12
197935779,1,10,10,10,12
197938388,1,10,10,10,12
197940997,1,10,10,10,12
197943607,1,10,10,10,12
197946215,1,10,10,10,12
197948824,1,10,10,10,12
197951433,1,10,10,10,12
197954043,1,10,10,10,12
197956651,1,10,10,10,12
197959260,1,10,10,10,12
197961869,1,10,10,10,12
197964479,1,10,10,10,12
197967087,1,10,10,10,12
197969696,1,10,10,10,12
197972305,1,10,10,10,12
197976193,1,10,10,10,12
197978801,1,10,10,10,12
197981410,1,10,10,10,12
197984019,1,10,10,10,12
197986629,1,10,10,10,12
197989237,1,10,10,10,12
197991846,1,10,10,10,12
197994455,1,10,10,10,12
197997065,1,10,10,10,12
197999673,1,10,10,10,12
198002282,1,10,10,10,12
198004891,1,10,10,10,12
198007501,1,10,10,10,12
198010109,1,10,10,10,12
198012718,1,10,10,10,12
198016604,1,10,10,10,12
198019214,1,10,10,10,12
198021822,1,10,10,10,12
198024431,1,10,10,10,12
198027040,1,10,10,10,12
198029650,1,10,10,10,12
198032258,1,10,10,10,12
198034867,1,10,10,10,12
198037476,1,10,10,10,12
198040087,1,10,10,10,13
198042694,1,10,10,10,13
198045303,1,10,10,10,12
198047912,1,10,10,10,12
198050522,1,10,10,10,12
198053130,1,10,10,10,12
198057473,1,10,10,10,12
198060083,1,10,10,10,12
198062692,1,10,10,10,12
198065301,1,10,10,10,12
198067910,1,10,10,10,12
198070519,1,10,10,10,12
198073132,1,10,10,10,12
198075737,1,10,10,10,12
198078346,1,10,10,10,12
198080955,1,10,10,10,12
198083564,1,10,10,10,12
198086173,1,10,10,10,12
198088782,1,10,10,10,12
198091391,1,10,10,10,12
198094000,1,10,10,10,12
198097890,1,10,10,10,12
198100499,1,10,10,10,12
198103108,1,10,10,10,12
198105717,1,10,10,10,12
198108326,1,10,10,10,12
198110935,1,10,10,10,12
198113544,1,10,10,10,12
198116153,1,10,10,10,12
198118762,1,10,10,10,12
198121371,1,10,10,10,12
198123980,1,10,10,10,12
198126589,1,10,10,10,13
198129198,1,10,10,10,13
198131807,1,10,10,10,12
198134416,1,10,10,10,12
198138348,1,10,10,10,12
198140957,1,10,10,10,12
198143566,1,10,10,10,12
198146175,1,10,10,10,12
198148780,1,10,10,10,12
198151390,1,10,10,10,12
198153998,1,10,10,10,12
198156607,1,10,10,11,12
198159216,1,10,10,12,12
198161826,1,10,10,12,12
198164434,1,10,10,12,12
198167043,1,10,10,12,12
198169652,1,10,10,12,12
198172262,1,10,10,12,12
198174870,1,10,10,12,12
198178753,1,10,10,12,12
198179354,1,10,10,12,12
198181442,1,10,10,12,12
198184052,1,10,10,12,12
198186601,1,10,10,13,12
198189210,1,10,10,12,12
198191819,1,10,10,12,12
198194429,1,10,10,12,12
198197037,1,10,10,12,12
198199646,1,10,10,12,12
198202255,1,10,10,12,12
198204865,1,10,10,12,12
198207472,1,10,10,12,12
198210081,1,10,10,12,12
198212690,1,10,10,12,12
198215300,1,10,10,12,12
198219188,1,10,10,12,12
198221798,1,10,10,12,12
198224406,1,10,10,12,12
198226997,1,10,10,12,12
198229606,1,10,10,12,12
198232215,1,10,10,12,12
198234824,1,10,10,12,12
198237433,1,10,10,12,12
198240042,1,10,10,12,12
198242651,1,10,10,12,12
198245260,1,10,10,12,12
198247869,1,10,10,12,12
198250478,1,10,10,12,12
198253087,1,10,10,12,12
198255696,1,10,10,12,12
198259580,1,10,10,12,12
198262190,1,10,10,12,12
198264799,1,10,10,12,12
198267409,1,10,10,12,12
198270017,1,10,10,12,12
198272626,1,10,10,12,12
198275235,1,10,10,12,12
198277845,1,10,10,12,12
198280453,1,10,10,12,12
198283062,1,10,10,12,12
198285671,1,10,10,13,12
198288281,1,10,10,12,12
198290889,1,10,10,12,12
198293498,1,10,10,12,12
198296107,1,10,10,12,12
198299995,1,10,10,12,12
198302603,1,10,10,12,12
198305212,1,10,10,12,12
198307821,1,10,10,12,12
198310431,1,10,10,12,12
198313039,1,10,10,12,12
198315648,1,10,10,12,12
198318257,1,10,10,12,12
198320867,1,10,10,12,12
198323475,1,10,10,12,12
198326084,1,10,10,12,12
198328693,1,10,10,12,12
198331303,1,10,10,12,12
198333911,1,10,10,13,12
198336520,1,10,10,13,12
198340408,1,10,10,13,12
198343017,1,10,10,12,13
198345626,1,10,10,12,13
198348235,1,10,10,12,13
198350844,1,10,10,12,13
198353453,1,10,10,13,12
198356062,1,10,10,12,12
198358671,1,10,10,13,12
198361280,1,10,10,12,12
198363889,1,10,10,12,12
198366498,1,10,10,12,12
198369107,1,10,10,12,12
198371716,1,10,10,12,12
198374325,1,10,10,12,12
198376934,1,10,10,12,12
198380830,1,10,10,12,12
198383439,1,10,10,12,12
198386048,1,10,10,12,12
198390148,1,10,10,12,12
198392758,1,10,10,12,12
198395367,1,10,10,12,12
198397976,1,10,10,12,12
198400585,1,10,10,12,12
198403195,1,10,10,12,12
198405803,1,10,10,12,12
198408412,1,10,10,12,12
198411021,1,10,10,13,12
198413630,1,10,10,12,12
198416239,1,10,10,12,12
198418848,1,10,10,12,12
198422724,1,10,10,12,12
198423325,1,10,10,12,12
198425413,1,10,10,12,12
198428022,1,10,10,12,12
198430633,1,10,10,12,12
198433242,1,10,10,12,12
198435851,1,10,10,12,12
198438460,1,10,10,12,12
198441068,1,10,10,12,12
198443617,1,10,10,12,12
198446226,1,10,10,12,12
198448835,1,10,10,12,12
198451444,1,10,10,12,12
198454054,1,10,10,12,12
198456662,1,10,10,12,12
198459253,1,10,10,12,12
198463140,1,10,10,12,12
198463741,1,10,10,12,12
198465830,1,10,10,12,12
198468439,1,10,10,12,12
198471048,1,10,10,12,12
198473597,1,10,10,12,12
198476205,1,10,10,12,12
198478797,1,10,10,12,12
198481405,1,10,10,12,12
198484014,1,10,10,13,12
198486617,1,10,10,12,12
198489227,1,10,10,12,12
198491835,1,10,10,12,12
198494444,1,10,10,12,12
198497053,1,10,10,12,12
198499663,1,10,10,12,12
198503553,1,10,10,12,12
198506164,1,10,10,12,12
198508773,1,10,10,12,12
198511382,1,10,10,13,12
198513991,1,10,10,12,12
198516601,1,10,10,12,12
198519209,1,10,10,12,12
198521818,1,10,10,12,12
198524427,1,10,10,12,12
198527037,1,10,10,12,12
198529645,1,10,10,12,12
198532254,1,10,10,12,12
198534863,1,10,10,12,12
198537473,1,10,10,12,12
198540081,1,10,10,12,12
198543968,1,10,10,12,12
198544569,1,10,10,12,12
198546657,1,10,10,12,12
198549267,1,10,10,12,13
198551816,1,10,10,12,13
198554425,1,10,10,12,12
198557034,1,10,10,12,12
198559643,1,10,10,12,12
198562252,1,10,10,12,12
198564880,1,10,10,12,12
198567470,1,10,10,12,12
198570079,1,10,10,12,12
198572688,1,10,10,12,12
198575298,1,10,10,12,12
198577906,1,10,10,12,12
198580497,1,10,10,12,12
198584383,1,10,10,12,12
198584985,1,10,10,12,12
198587089,1,10,10,12,12
198589638,1,10,10,12,12
198592231,1,10,10,12,12
198594840,1,10,10,12,12
198597449,1,10,10,12,12
198600058,1,10,10,12,12
198602667,1,10,10,12,12
198605276,1,10,10,12,12
198607885,1,10,10,12,12
198610494,1,10,10,12,12
198613103,1,10,10,12,12
198615712,1,10,10,12,12
198618321,1,10,10,12,12
198620930,1,10,10,12,12
198624817,1,10,10,12,12
198627426,1,10,10,12,12
198630035,1,10,10,13,12
198632644,1,10,10,12,12
198635253,1,10,10,12,12
198637862,1,10,10,12,12
198640471,1,10,10,12,13
198643080,1,10,10,12,13
198645689,1,10,10,12,12
198648298,1,10,10,12,12
198650907,1,10,10,12,12
198653516,1,10,10,12,12
198656125,1,10,10,12,12
198658734,1,10,10,12,12
198661325,1,10,10,12,12
198665217,1,10,10,12,12
198665818,1,10,10,12,12
198667906,1,10,10,12,12
198670455,1,10,10,12,12
198673047,1,10,10,12,12
198675656,1,10,10,12,12
198678265,1,10,10,12,12
198680874,1,10,10,12,12
198683484,1,10,10,12,12
198686092,1,10,10,12,12
198688701,1,10,10,12,12
198691310,1,10,10,12,12
198693920,1,10,10,12,12
198696528,1,10,10,12,12
198699137,1,10,10,12,12
198701746,1,10,10,12,12
198705634,1,10,10,13,12
198708243,1,10,10,12,12
198710852,1,10,10,12,12
198713461,1,10,10,12,12
198716071,1,10,10,12,12
198718679,1,10,10,12,12
198721288,1,10,10,12,12
198723897,1,10,10,12,12
198726507,1,10,10,12,12
198729115,1,10,10,13,12
198731724,1,10,10,12,12
198734333,1,10,10,12,12
198736943,1,10,10,12,12
198739551,1,10,10,12,12
198742160,1,10,10,12,12
198746046,1,10,10,12,12
198748660,1,10,10,13,12
198751269,1,10,10,12,12
198751870,1,10,10,12,12
198753969,1,10,10,12,12
198756578,1,10,10,12,12
198759189,1,10,10,12,12
198761785,1,10,10,12,12
198764394,1,10,10,12,12
198766944,1,10,10,12,12
198769552,1,10,10,12,12
198772161,1,10,10,12,12
198774770,1,10,10,12,12
198777361,1,10,10,12,12
198779970,1,10,10,12,12
198782580,1,10,10,12,12
198786478,1,10,10,12,12
198789087,1,10,10,12,12
198791696,1,10,10,12,12
198794306,1,10,10,12,12
198796914,1,10,10,12,12
198799523,1,10,10,12,12
198802132,1,10,10,12,12
198804742,1,10,10,12,12
198807350,1,10,10,12,12
198809959,1,10,10,12,12
198812568,1,10,10,13,12
198815178,1,10,10,13,12
198817786,1,10,10,12,12
198820395,1,10,10,13,12
198823004,1,10,10,13,12
198826892,1,10,10,12,12
198829500,1,10,10,12,12
198832109,1,10,10,12,12
198834718,1,10,10,12,12
198837328,1,10,10,12,12
198839936,1,10,10,12,12
198842545,1,10,10,12,12
198845154,1,10,10,12,12
198847763,1,10,10,12,12
198850372,1,10,10,12,12
198852981,1,10,10,12,12
198855590,1,10,10,12,12
198858199,1,10,10,12,12
198860808,1,10,10,12,12
198863417,1,11,10,12,12
198867304,1,12,10,12,12
198867905,1,12,10,12,12
198869993,1,12,10,12,12
198872603,1,12,10,12,12
198875152,1,12,10,12,12
198877761,1,12,10,12,12
198880370,1,12,10,12,12
198882979,1,12,10,12,12
198885588,1,12,10,12,12
198888197,1,12,10,12,12
198890806,1,12,10,12,12
198893423,1,12,10,12,12
198896025,1,12,10,12,12
198898633,1,12,10,12,12
198901242,1,12,10,13,12
198903833,1,12,10,12,12
198907720,1,12,10,12,12
198910329,1,12,10,12,12
198912939,1,12,10,12,12
198915547,1,12,10,12,12
198918156,1,12,10,12,12
198920765,1,12,10,12,12
198923375,1,12,10,12,12
198925983,1,12,10,12,12
198928592,1,12,10,12,12
198931201,1,12,10,12,12
198933810,1,12,10,12,12
198936419,1,12,10,12,12
198939029,1,12,10,12,12
198941637,1,12,10,12,12
198944246,1,12,10,12,12
198948167,1,12,10,12,12
198948768,1,12,10,12,12
198950857,1,12,10,12,12
198953466,1,12,10,12,12
198956014,1,12,10,12,12
198958606,1,12,10,12,12
198961214,1,12,10,12,12
198963823,1,12,10,12,12
198966432,1,12,10,12,12
198969042,1,12,10,12,12
198971650,1,12,10,13,12
198974259,1,12,10,12,12
198976868,1,12,10,12,12
198979478,1,12,10,12,12
198982086,1,12,10,12,12
198984695,1,12,10,12,12
198988581,1,12,10,12,12
198991190,1,12,10,13,12
198993799,1,12,10,12,12
198996408,1,12,10,12,12
198999018,1,12,10,12,12
199001626,1,12,10,12,12
199004235,1,12,10,13,12
199006844,1,12,10,12,12
199009454,1,12,10,12,12
199012062,1,12,10,12,12
199014671,1,12,10,12,12
199017280,1,12,10,12,12
199019890,1,12,10,12,12
199022498,1,12,10,12,12
199025107,1,12,10,12,12
199028994,1,12,10,12,13
199031604,1,12,10,12,13
199034212,1,12,10,12,12
199036821,1,12,10,12,12
199039430,1,12,10,12,12
199042040,1,12,10,12,12
199045079,1,12,10,12,12
199047450,1,12,10,12,12
199049866,1,12,10,12,13
199052475,1,12,10,12,13
199055084,1,12,10,12,13
199057693,1,12,10,12,13
199060306,1,12,10,12,12
199062911,1,12,10,12,12
199065520,1,12,10,12,12
199069588,1,12,10,12,12
199072198,1,12,10,12,12
199074807,1,12,10,12,12
199077416,1,12,10,12,12
199080026,1,12,10,13,12
199082634,1,12,10,12,12
199085243,1,12,10,12,12
199087852,1,12,10,12,12
199090462,1,12,10,12,12
199093070,1,12,10,12,12
199095679,1,12,10,12,12
199098288,1,12,10,12,12
199100898,1,12,10,12,12
199103506,1,12,10,12,12
199106115,1,12,10,12,12
199110001,1,12,10,12,12
199110603,1,12,10,12,12
199112691,1,12,10,12,12
199115301,1,12,10,12,12
199117909,1,12,10,12,12
199120458,1,12,10,12,12
199123067,1,12,10,12,12
199125677,1,12,10,12,12
199128285,1,12,10,12,12
199130894,1,12,10,12,12
199133503,1,12,10,12,12
199136113,1,12,10,12,12
199138721,1,12,10,12,12
199141330,1,12,10,12,12
199143939,1,12,10,12,12
199146531,1,12,10,12,12
199150416,1,12,10,12,12
199153025,1,12,10,12,12
199155649,1,12,10,12,12
199156250,1,12,10,12,12
199158341,1,12,10,12,12
199160948,1,12,10,12,12
199163557,1,12,10,12,12
199166166,1,12,10,12,12
199168714,1,12,10,12,12
199171306,1,12,10,12,12
199173914,1,12,10,12,12
199176523,1,12,10,12,12
199179132,1,12,10,12,12
199181742,1,12,10,12,12
199184350,1,12,10,12,12
199186959,1,12,10,12,12
199190845,1,12,10,12,12
199191446,1,12,10,12,12
199193534,1,12,10,13,12
199196083,1,12,10,12,12
199198675,1,12,10,12,12
199201283,1,12,10,12,12
199203892,1,12,10,12,12
199206501,1,12,10,12,12
199209111,1,12,10,12,12
199211719,1,12,10,12,12
199214328,1,12,10,12,12
199216937,1,12,10,12,12
199219547,1,12,10,12,12
199222155,1,12,10,13,12
199224764,1,12,10,12,12
199227373,1,12,10,12,12
199231254,1,12,10,12,12
199233863,1,12,10,12,12
199234464,1,12,10,12,12
199236552,1,12,10,12,12
199239162,1,12,10,12,12
199241711,1,12,10,12,12
199244319,1,12,10,12,12
199246928,1,12,10,12,12
199249537,1,12,10,12,12
199252147,1,12,10,12,12
199254755,1,12,10,12,12
199257364,1,12,10,13,12
199259972,1,12,10,12,12
199262582,1,12,10,12,12
199265190,1,12,10,12,12
199267799,1,12,10,12,12
199271687,1,12,10,12,12
199274297,1,12,10,12,12
199276905,1,12,10,12,12
199279496,1,12,10,12,12
199282105,1,12,10,12,12
199284715,1,12,10,12,12
199287323,1,12,10,12,12
199289932,1,12,10,12,12
199292541,1,12,10,12,12
199295151,1,12,10,12,12
199297759,1,12,10,12,12
199300368,1,12,10,12,12
199302977,1,12,10,12,12
199305587,1,12,10,12,12
199308195,1,12,10,13,12
199312081,1,12,10,13,12
199312682,1,12,10,13,12
199314770,1,12,10,12,12
199317320,1,12,10,12,12
199319929,1,12,10,13,12
199322538,1,12,10,12,12
199325147,1,12,10,12,12
199327756,1,12,10,12,12
199330365,1,12,10,12,12
199332974,1,12,10,12,12
199335584,1,12,10,12,12
199338192,1,12,10,12,12
199340783,1,12,10,12,12
199343392,1,12,10,12,12
199346002,1,12,10,12,12
199348610,1,12,10,12,12
199352497,1,12,10,12,12
199353098,1,12,10,12,12
199355186,1,12,10,12,12
199357736,1,12,10,12,12
199360345,1,12,10,12,12
199362955,1,12,10,12,12
199365563,1,12,10,12,12
199368172,1,12,10,12,12
199370781,1,12,10,12,12
199373391,1,12,10,12,12
199376453,1,12,10,12,12
199378827,1,12,10,12,12
199381216,1,12,10,12,12
199383826,1,12,10,12,12
199386434,1,12,10,12,12
199389043,1,12,10,12,12
199392930,1,12,10,12,12
199395522,1,12,10,12,12
199398131,1,12,10,12,12
199400740,1,12,10,12,12
199403349,1,12,10,12,12
199405958,1,12,10,13,12
199408567,1,12,10,12,12
199411176,1,12,10,13,12
199413785,1,12,10,12,12
199416395,1,12,10,12,12
199419003,1,12,10,12,12
199421612,1,12,10,12,12
199424221,1,12,10,12,12
199426831,1,12,10,12,12
199429439,1,12,10,12,12
199433327,1,12,10,12,12
199435936,1,12,10,12,12
199438546,1,12,10,12,12
199441154,1,12,10,12,12
199443763,1,12,10,12,12
199446372,1,12,10,12,12
199448982,1,12,10,12,12
199451590,1,12,10,12,12
199454199,1,12,10,12,12
199456808,1,12,10,12,12
199459418,1,12,10,12,12
199462026,1,12,10,12,12
199464635,1,12,10,12,12
199467244,1,12,10,12,12
199469854,1,12,10,12,12
199473740,1,12,10,12,12
199476350,1,12,10,12,12
199478959,1,12,10,12,12
199481568,1,12,10,12,12
199484177,1,12,10,12,12
199486787,1,12,10,12,12
199489838,1,12,10,12,12
199492004,1,12,10,12,12
199494613,1,12,10,12,12
199497223,1,12,10,12,12
199499831,1,12,10,12,12
199502440,1,12,10,12,12
199505049,1,12,10,12,12
199507659,1,12,10,12,12
199510267,1,12,10,12,12
199514340,1,12,10,12,12
199516949,1,12,10,12,12
199519559,1,12,10,12,12
199522167,1,12,10,12,12
199524776,1,12,10,12,12
199527385,1,12,10,12,12
199529995,1,12,10,12,12
199532603,1,12,10,12,12
199535212,1,12,10,12,12
199537821,1,12,10,12,12
199540431,1,12,10,12,12
199543039,1,12,10,13,12
199545648,1,12,10,12,12
199548257,1,12,10,12,12
199550867,1,12,10,12,12
199554753,1,12,10,12,12
199555354,1,12,10,12,12
199557459,1,12,10,12,12
199560069,1,12,10,12,12
199562676,1,12,10,12,12
199565225,1,12,10,12,12
199567822,1,12,10,12,12
199570431,1,12,10,12,12
199573046,1,12,10,12,13
199575628,1,12,10,13,13
199578237,1,12,10,12,12
199580846,1,12,10,12,12
199583456,1,12,10,12,12
199586064,1,12,10,12,12
199588673,1,12,10,12,12
199591282,1,12,10,12,12
199595196,1,12,10,12,12
199597805,1,12,10,12,12
199598406,1,12,10,12,12
199600679,1,12,10,12,12
199603095,1,12,10,12,12
199605704,1,12,10,12,12
199608313,1,12,10,12,12
199610921,1,12,10,12,12
199613470,1,12,10,12,12
199616079,1,12,10,12,12
199618689,1,12,10,12,12
199621297,1,12,10,12,12
199623906,1,12,10,12,12
199626515,1,12,10,12,12
199629125,1,12,10,12,12
199631733,1,12,10,13,12
199635601,1,12,10,13,12
199638210,1,12,10,13,12
199640820,1,12,10,12,12
199643428,1,12,10,13,12
199646037,1,12,10,12,12
199648646,1,12,10,12,12
199651256,1,12,10,12,12
199653864,1,12,10,12,12
199656473,1,12,10,12,12
199659082,1,12,10,12,12
199661692,1,12,10,12,12
199664300,1,12,10,12,12
199666909,1,12,10,12,12
199669518,1,12,10,12,12
199672128,1,12,10,12,12
199676014,1,12,10,12,12
199678623,1,12,10,12,12
199681232,1,12,10,12,12
199683841,1,12,10,12,12
199686450,1,12,10,12,12
199689059,1,12,10,12,12
199691668,1,12,10,12,12
199694277,1,12,10,12,12
199696886,1,12,10,12,12
199699495,1,12,10,12,12
199702104,1,12,10,12,12
199704713,1,12,10,12,12
199707764,1,12,10,12,12
199710119,1,12,10,12,12
199712532,1,12,10,12,12
199716425,1,12,10,12,12
199717026,1,12,10,12,12
199719114,1,12,10,12,12
199721724,1,12,10,12,12
199724274,1,12,10,12,12
199726882,1,12,10,12,12
199729491,1,12,10,12,13
199732100,1,12,10,12,13
199734710,1,12,10,12,12
199737318,1,12,10,12,12
199739927,1,12,10,12,12
199742536,1,12,10,12,12
199745145,1,12,10,12,12
199747753,1,12,10,12,12
199750362,1,12,10,12,12
199752971,1,12,10,12,12
199756860,1,12,10,12,12
199759469,1,12,10,12,12
199762065,1,12,10,13,12
199764673,1,12,10,12,12
199767278,1,12,10,12,12
199769887,1,12,10,12,12
199772496,1,12,10,12,12
199775105,1,12,10,12,12
199777714,1,12,10,12,12
199780323,1,12,10,12,12
199782932,1,12,10,12,12
199785541,1,12,10,12,12
199788150,1,12,10,12,12
199790759,1,12,10,12,12
199793368,1,12,10,12,12
199797267,1,12,10,12,12
199799876,1,12,10,12,12
199802485,1,12,10,12,12
199805094,1,12,10,12,12
199807703,1,12,10,12,12
199810312,1,12,10,12,12
199812921,1,12,10,12,12
199815530,1,12,10,12,12
199818139,1,12,10,12,12
199820748,1,12,10,12,12
199823357,1,12,10,12,12
199825966,1,12,10,12,12
199828575,1,12,10,12,12
199831192,1,12,10,12,12
199833793,1,12,10,12,12
199837680,1,12,10,12,12
199838282,1,12,10,12,12
199840395,1,12,10,12,12
199842998,1,12,10,12,12
199845547,1,12,10,12,12
199848143,1,12,10,12,12
199850735,1,12,10,12,12
199853337,1,12,10,12,12
199855946,1,12,10,12,12
199858555,1,12,10,12,12
199861165,1,12,10,12,12
199863773,1,12,10,12,12
199866382,1,12,10,12,12
199868991,1,12,10,12,12
199871601,1,12,10,12,12
199874209,1,12,10,12,12
199878095,1,12,10,12,12
199878696,1,12,10,12,12
199880785,1,12,10,12,12
199883334,1,12,10,12,12
199885943,1,12,10,12,12
199888534,1,12,10,12,12
199891143,1,12,10,12,12
199893752,1,12,10,12,12
199896361,1,12,10,12,12
199898970,1,12,10,12,12
199901579,1,12,10,12,12
199904188,1,12,10,12,12
199906797,1,12,10,12,12
199909407,1,12,10,13,12
199912015,1,12,10,12,12
199914624,1,12,10,12,12
199918510,1,12,10,12,12
199919111,1,12,10,12,12
199921202,1,12,10,12,12
199923809,1,12,10,12,12
199926418,1,12,10,12,12
199929026,1,12,10,12,12
199931575,1,12,10,12,12
199934604,1,12,10,12,12
199936775,1,12,10,12,12
199939384,1,12,10,12,12
199941993,1,12,10,12,12
199944602,1,12,10,12,12
199947211,1,12,10,12,12
199949820,1,12,10,12,12
199952429,1,12,10,12,12
199955038,1,12,10,12,12
199959109,1,12,10,12,12
199959710,1,12,10,12,12
199961798,1,12,10,12,12
199964408,1,12,10,12,12
199966957,1,12,10,12,12
199969566,1,12,10,12,12
199972175,1,12,10,12,12
199974784,1,12,10,12,12
199977393,1,12,10,12,12
199980002,1,12,10,12,12
199982611,1,12,10,12,12
199985220,1,12,10,12,12
199987829,1,12,10,12,12
199990438,1,12,10,12,12
199993047,1,12,10,12,12
199995638,1,12,10,12,12
199999524,1,12,10,12,12
