timestamp_ms,ax,ay,az,gx,gy,gz,latitude,longitude,altitude,satellite_count,position_lock,temperature,pressure,barometer_altitude,highg_ax,highg_ay,highg_az,extension,voltage_battery,bno_ax,bno_ay,bno_az,bno_gx,bno_gy,bno_gz,bno_mx,bno_my,bno_mz,bno_yaw,bno_pitch,bno_roll,magnet_mx,magnet_my,magnet_mz,gas_temp,gas_pressure,gas_humidity,gas_resistance,flight_states,kmn_pos_x,kmn_vel_x,kmn_acc_x,kmn_pos_y,kmn_vel_y,kmn_acc_y,kmn_pos_z,kmn_vel_z,kmn_acc_z
98800,-0.018055999651551247,-0.03903999924659729,1.035048007965088,1.6799999475479126,-3.5,-1.6799999475479126,32.93954086303711,-106.91143798828125,1401.696,19,True,38.06999969482422,888.3899536132812,1196.5933837890625,-0.009765625,0.05078125,1.087890625,12.703628540039062,8.07275390625,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.1262788623571396,0.019731072708964348,-1.4864075183868408,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4158935546875,0.5367571711540222,0.3623239994049072,-215.66482543945312,-4.727302551269531,-0.03658991679549217,-5867.1328125,-122.63402557373047,-1.2836247682571411
98810,-0.018055999651551247,-0.03903999924659729,1.035048007965088,1.6799999475479126,-3.5,-1.6799999475479126,32.93954086303711,-106.91143798828125,1401.696,19,True,38.06999969482422,888.3899536132812,1196.5933837890625,-0.009765625,0.05078125,1.087890625,12.703628540039062,8.07275390625,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.1262788623571396,0.019731072708964348,-1.4864075183868408,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4158935546875,0.5367571711540222,0.3623239994049072,-215.66482543945312,-4.727302551269531,-0.03658991679549217,-5867.1328125,-122.63402557373047,-1.2836247682571411
98820,-0.018055999651551247,-0.03903999924659729,1.035048007965088,1.6799999475479126,-3.5,-1.6799999475479126,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.009765625,0.05078125,1.087890625,12.703628540039062,8.07275390625,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4158935546875,0.5367571711540222,0.3623239994049072,-215.66482543945312,-4.727302551269531,-0.03658991679549217,-5867.1328125,-122.63402557373047,-1.2836247682571411
98830,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
98840,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
98850,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
98860,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
98870,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
98880,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
98890,-0.01317600067704916,-0.048312000930309296,1.0389519929885864,1.4700000286102295,-3.2200000286102295,-1.1200000047683716,32.93954086303711,-106.91143798828125,1401.696,19,True,37.95000076293945,888.3800048828125,1196.234130859375,-0.0078125,0.048828125,1.08984375,12.703628540039062,8.092089653015137,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.0203857421875,0.0328369140625,-0.9102783203125,-0.01004491001367569,0.07666636258363724,-2.290853977203369,0.12101724743843079,0.021484946832060814,-1.4878690242767334,42.67557144165039,86164,10.391596794128418,708650,"['STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE', 'STATE_IDLE']",1196.4732666015625,0.5731121897697449,0.3661557734012604,-216.36520385742188,-4.73417329788208,-0.042566195130348206,-5885.296875,-122.82488250732422,-1.2872145175933838
