Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension
2022-5-7--11-28-18-739,-0.48,1.06,-0.41,0.9,1.23,-1.32,0.04,-0.06,1.04,41.49,-89.5,194145,0,0,0,0,0.11,0.09,1.06,22.71,205.75,NO SIGN,1,-65,7.75,434,0
2022-5-7--11-28-19-169,-0.48,1.05,-0.42,-0.08,1.75,-0.82,0.04,-0.05,1.02,41.49,-89.5,194123,0,0,0,0,0.1,0.08,1.07,22.71,205.93,NO SIGN,1,-66,7.73,434,0
2022-5-7--11-28-19-598,-0.48,1.05,-0.42,0.29,0.85,-1.15,0.03,-0.05,1.02,41.49,-89.5,194096,0,0,0,0,0.12,0.07,1.07,22.72,206.02,NO SIGN,1,-66,7.72,434,0
2022-5-7--11-28-20-28,-0.48,1.06,-0.43,1.07,1.15,-1.78,0.05,-0.06,1.03,41.49,-89.5,194056,0,0,0,0,0.11,0.08,1.06,22.72,205.93,NO SIGN,1,-64,7.71,434,0
2022-5-7--11-28-20-458,-0.49,1.09,-0.46,0.19,1.15,-2.21,0.02,-0.05,1.03,41.49,-89.5,194032,0,0,0,0,0.11,0.09,1.07,22.72,205.93,NO SIGN,1,-61,7.74,434,0
2022-5-7--11-28-20-888,-0.48,1.06,-0.45,0.18,-0.17,-0.73,0.03,-0.06,1.03,41.49,-89.5,194014,0,0,0,0,0.11,0.08,1.06,22.72,205.93,NO SIGN,1,-61,7.73,434,0
2022-5-7--11-28-21-318,-0.48,1.05,-0.42,0.67,0.81,-1.46,0.04,-0.06,1.03,41.49,-89.5,193960,0,0,0,0,0.12,0.08,1.07,22.72,205.85,NO SIGN,1,-60,7.76,434,0
2022-5-7--11-28-21-748,-0.48,1.11,-0.45,0.35,1.1,-1.05,0.02,-0.04,1.05,41.49,-89.5,193933,0,0,0,0,0.1,0.08,1.07,22.73,205.94,NO SIGN,1,-59,7.73,434,0
2022-5-7--11-28-22-177,-0.48,1.05,-0.45,0.04,1.48,-1.11,0.03,-0.05,1.03,41.49,-89.5,193931,0,0,0,0,0.12,0.07,1.06,22.73,206.11,NO SIGN,1,-51,7.73,434,0
2022-5-7--11-28-22-607,-0.52,1.06,-0.46,0.73,1.11,-1.18,0.03,-0.06,1.03,41.49,-89.5,193915,0,0,0,0,0.12,0.08,1.07,22.73,205.85,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-28-23-36,-0.48,1.11,-0.46,0.1,1.97,-1.57,0.04,-0.05,1.04,41.49,-89.5,193883,0,0,0,0,0.1,0.08,1.07,22.73,205.85,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-28-23-466,-0.51,1.06,-0.46,-0.07,1.18,-1.6,0.04,-0.04,1.03,41.49,-89.5,193879,0,0,0,0,0.11,0.08,1.07,22.74,206.03,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-28-23-896,-0.48,1.05,-0.42,0.24,0.92,-1.2,0.04,-0.06,1.03,41.49,-89.5,193847,0,0,0,0,0.11,0.08,1.07,22.74,206.03,NO SIGN,1,-46,7.76,434,0
2022-5-7--11-28-24-326,-0.48,1.11,-0.43,0.38,1.03,-0.88,0,-0.06,1.04,41.49,-89.5,193794,0,0,0,0,0.1,0.1,1.06,22.74,205.95,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-28-24-756,-0.52,1.06,-0.47,0.17,1.06,-1.14,0.03,-0.05,1.03,41.49,-89.5,193820,0,0,0,0,0.11,0.09,1.07,22.74,205.86,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-28-25-185,-0.5,1.07,-0.46,0.3,1.36,-1.87,0.03,-0.05,1.04,41.49,-89.5,193803,0,0,0,0,0.12,0.08,1.06,22.75,206.04,NO SIGN,1,-47,6.95,434,0
2022-5-7--11-28-25-615,-0.48,1.11,-0.46,0.87,0.91,-1.75,0.04,-0.06,1.04,41.49,-89.5,193805,0,0,0,0,0.1,0.08,1.07,22.75,205.87,NO SIGN,1,-46,6.86,434,0
2022-5-7--11-28-26-45,-0.47,1.06,-0.42,0.14,0.96,-0.78,0.05,-0.02,1.02,41.49,-89.5,193842,0,0,0,0,0.11,0.08,1.06,22.75,205.87,NO SIGN,1,-47,7.65,434,0
2022-5-7--11-28-26-474,-0.51,1.07,-0.46,1.19,0.97,-1.1,0.03,-0.04,1.04,41.49,-89.5,193874,0,0,0,0,0.11,0.08,1.07,22.75,205.87,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-28-26-904,-0.48,1.1,-0.45,0.41,0.85,-1.07,0.04,-0.05,1.03,41.49,-89.5,193840,0,0,0,0,0.11,0.07,1.06,22.76,205.7,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-28-27-334,-0.53,1.07,-0.46,0.21,1.28,-0.25,0.04,-0.02,1.04,41.49,-89.5,193832,0,0,0,0,0.11,0.07,1.07,22.76,205.96,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-28-27-763,-0.48,1.09,-0.46,0.49,0.91,-0.58,0.04,-0.05,1.03,41.49,-89.5,193849,0,0,0,0,0.11,0.08,1.07,22.76,205.87,NO SIGN,1,-46,7.71,434,0
2022-5-7--11-28-28-193,-0.48,1.1,-0.46,0.61,0.88,-0.67,0.02,-0.06,1.03,41.49,-89.5,193875,0,0,0,0,0.11,0.08,1.07,22.76,205.96,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-28-28-623,-0.48,1.06,-0.41,0.32,0.83,-1.27,0.02,-0.05,1.02,41.49,-89.5,193910,0,0,0,0,0.11,0.08,1.07,22.76,205.96,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-29-53,-0.48,1.11,-0.46,0.52,1.15,-1.29,0.03,-0.05,1.04,41.49,-89.5,193921,0,0,0,0,0.1,0.08,1.07,22.77,205.79,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-28-29-482,-0.49,1.06,-0.45,0.31,0.9,-1.51,0.02,-0.04,1.03,41.49,-89.5,193945,0,0,0,0,0.11,0.07,1.07,22.77,205.88,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-28-29-912,-0.48,1.06,-0.42,0.71,1.22,-1.29,0.04,-0.07,1.04,41.49,-89.5,193959,0,0,0,0,0.12,0.08,1.06,22.77,205.88,NO SIGN,1,-47,7.75,434,0
2022-5-7--11-28-30-342,-0.48,1.09,-0.46,0.27,1.64,-0.91,0.03,-0.05,1.03,41.49,-89.5,194012,0,0,0,0,0.1,0.09,1.06,22.77,205.7,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-28-30-772,-0.48,1.06,-0.42,1.13,1.04,-2.01,0.04,-0.05,1.02,41.49,-89.5,194044,0,0,0,0,0.11,0.08,1.07,22.77,205.97,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-31-201,-0.47,1.06,-0.43,0.36,0.94,-1.61,0.02,-0.06,1.04,41.49,-89.5,194073,0,0,0,0,0.1,0.08,1.07,22.78,205.71,NO SIGN,1,-46,7.71,434,0
2022-5-7--11-28-31-631,-0.48,1.11,-0.46,0.38,1.01,-1.72,0.03,-0.05,1.02,41.49,-89.5,194055,0,0,0,0,0.12,0.09,1.06,22.78,205.71,NO SIGN,1,-47,7.73,434,0
2022-5-7--11-28-32-61,-0.5,1.06,-0.46,0.58,1.21,-0.55,0.05,-0.03,1.03,41.49,-89.5,194052,0,0,0,0,0.11,0.09,1.07,22.78,205.8,NO SIGN,1,-47,7.72,434,0
2022-5-7--11-28-32-491,-0.48,1.06,-0.42,0.28,1.15,-3.3,0.04,-0.04,1.04,41.49,-89.5,194012,0,0,0,0,0.12,0.08,1.07,22.78,205.8,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-32-921,-0.48,1.11,-0.46,0.24,1.23,-1.41,0.03,-0.05,1.03,41.49,-89.5,194044,0,0,0,0,0.12,0.08,1.06,22.79,205.63,NO SIGN,1,-46,7.71,434,0
2022-5-7--11-28-33-350,-0.48,1.05,-0.41,0.57,0.85,-0.25,0.02,-0.05,1.03,41.49,-89.5,194054,0,0,0,0,0.11,0.08,1.07,22.79,205.89,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-28-33-780,-0.48,1.11,-0.46,1.05,0.94,-1.23,0.03,-0.05,1.03,41.49,-89.5,194030,0,0,0,0,0.11,0.09,1.06,22.79,205.81,NO SIGN,1,-47,7.75,434,0
2022-5-7--11-28-34-209,-0.48,1.1,-0.43,-0.11,1.29,-1.43,0.04,-0.05,1.03,41.49,-89.5,194032,0,0,0,0,0.11,0.08,1.07,22.79,205.89,NO SIGN,1,-47,7.73,434,0
2022-5-7--11-28-34-639,-0.48,1.06,-0.4,0.7,0.95,-0.78,0.01,-0.1,1.02,41.49,-89.5,194038,0,0,0,0,0.12,0.08,1.07,22.8,205.81,NO SIGN,1,-46,6.87,434,0
2022-5-7--11-28-35-69,-0.48,1.06,-0.42,0.7,1.24,-1.7,0.04,-0.06,1.04,41.49,-89.5,194049,0,0,0,0,0.11,0.08,1.07,22.8,205.9,NO SIGN,1,-47,7.74,434,0
2022-5-7--11-28-35-499,-0.47,1.06,-0.42,0.17,1.01,-1.15,0.03,-0.05,1.03,41.49,-89.5,194052,0,0,0,0,0.11,0.08,1.07,22.8,205.81,NO SIGN,1,-46,7.69,434,0
2022-5-7--11-28-35-928,-0.48,1.06,-0.42,0.51,0.87,-0.79,0.03,-0.06,1.04,41.49,-89.5,193997,0,0,0,0,0.12,0.08,1.06,22.8,205.73,NO SIGN,1,-47,7.74,434,0
2022-5-7--11-28-36-358,-0.48,1.06,-0.42,0.52,0.86,-0.54,0.03,-0.04,1.02,41.49,-89.5,193980,0,0,0,0,0.1,0.08,1.07,22.81,205.91,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-28-36-788,-0.48,1.11,-0.46,0.38,0.88,-0.69,0.02,-0.04,1.04,41.49,-89.5,193901,0,0,0,0,0.1,0.08,1.06,22.81,206,NO SIGN,1,-46,7.77,434,0
2022-5-7--11-28-37-218,-0.51,1.06,-0.47,0.56,0.63,-1.71,0.05,-0.06,1.04,41.49,-89.5,193903,0,0,0,0,0.13,0.07,1.06,22.81,205.91,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-28-37-647,-0.47,1.1,-0.46,0.73,1.35,-1.11,0.04,-0.06,1.04,41.49,-89.5,193823,0,0,0,0,0.1,0.09,1.06,22.81,205.91,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-28-38-77,-0.49,1.06,-0.44,0.49,0.72,-1.18,0.03,-0.04,1.03,41.49,-89.5,193821,0,0,0,0,0.1,0.09,1.06,22.82,206.09,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-38-507,-0.47,1.06,-0.43,0.16,1.44,-1.17,0.03,-0.06,1.03,41.49,-89.5,193836,0,0,0,0,0.13,0.08,1.07,22.81,206.08,NO SIGN,1,-46,7.76,434,0
2022-5-7--11-28-38-937,-0.48,1.12,-0.46,0.52,1.33,-1.41,0.03,-0.05,1.05,41.49,-89.5,193862,0,0,0,0,0.1,0.08,1.07,22.82,206.09,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-28-39-366,-0.48,1.06,-0.42,0.34,0.72,-1.64,0.03,-0.05,1.02,41.49,-89.5,193912,0,0,0,0,0.11,0.08,1.07,22.82,205.91,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-28-39-796,-0.52,1.06,-0.46,0.29,0.94,-1.14,0.03,-0.06,1.03,41.49,-89.5,193926,0,0,0,0,0.11,0.08,1.07,22.83,205.92,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-40-226,-0.48,1.1,-0.46,0.64,1.42,-1.24,0.03,-0.05,1.03,41.49,-89.5,193952,0,0,0,0,0.11,0.09,1.06,22.83,205.83,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-28-40-656,-0.48,1.1,-0.46,0.1,0.96,-1.65,0.04,-0.04,1.04,41.49,-89.5,193936,0,0,0,0,0.1,0.09,1.06,22.83,206.01,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-28-41-86,-0.5,1.06,-0.48,-0.11,0.85,-1.16,0.04,-0.06,1.03,41.49,-89.5,193966,0,0,0,0,0.12,0.08,1.07,22.83,205.92,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-28-41-515,-0.49,1.09,-0.46,0.57,1.1,-1.44,0.04,-0.06,1.04,41.49,-89.5,193971,0,0,0,0,0.11,0.08,1.07,22.84,205.84,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-41-945,-0.48,1.1,-0.45,0.18,1.02,-1.44,0.02,-0.07,1.03,41.49,-89.5,193975,0,0,0,0,0.1,0.08,1.07,22.84,205.84,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-28-42-375,-0.52,1.06,-0.46,0.22,0.94,-1.17,0.05,-0.08,1.03,41.49,-89.5,194005,0,0,0,0,0.11,0.08,1.07,22.84,206.02,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-28-42-805,-0.48,1.06,-0.42,1.07,1.34,-1.21,0.05,-0.05,1.04,41.49,-89.5,194005,0,0,0,0,0.12,0.09,1.07,22.84,205.93,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-28-43-234,-0.49,1.06,-0.45,-0.23,1.01,-0.33,0,-0.08,1.05,41.49,-89.5,194037,0,0,0,0,0.11,0.09,1.06,22.84,206.02,NO SIGN,1,-45,6.83,434,0
2022-5-7--11-28-43-664,-0.51,1.06,-0.46,0.87,0.4,-0.9,0.02,-0.06,1.05,41.49,-89.5,194045,0,0,0,0,0.12,0.08,1.07,22.85,206.11,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-28-44-94,-0.48,1.11,-0.46,0.67,1.28,-1.58,0.03,-0.06,1.03,41.49,-89.5,194083,0,0,0,0,0.11,0.09,1.06,22.85,206.02,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-28-44-523,-0.48,1.05,-0.45,0.57,1.19,-1.42,0.03,-0.03,1.04,41.49,-89.5,194131,0,0,0,0,0.1,0.08,1.07,22.85,205.94,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-44-953,-0.48,1.06,-0.46,0.59,0.36,-0.77,0.04,-0.06,1.02,41.49,-89.5,194125,0,0,0,0,0.11,0.08,1.07,22.85,206.2,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-45-383,-0.48,1.1,-0.46,0.12,1.64,-1.19,0.04,-0.05,1.04,41.49,-89.5,194151,0,0,0,0,0.11,0.08,1.07,22.86,205.94,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-28-45-813,-0.48,1.09,-0.42,0.25,0.49,-0.86,0.05,-0.05,1.03,41.49,-89.5,194199,0,0,0,0,0.11,0.09,1.06,22.86,206.21,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-46-243,-0.48,1.06,-0.42,0.17,1.15,-1.11,0.03,-0.06,1.03,41.49,-89.5,194201,0,0,0,0,0.11,0.08,1.07,22.86,205.94,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-28-46-672,-0.49,1.06,-0.42,0.56,0.88,-1.5,0.05,-0.06,1.04,41.49,-89.5,194235,0,0,0,0,0.11,0.08,1.07,22.86,205.94,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-28-47-102,-0.48,1.06,-0.43,0.21,1.02,-1.1,0.05,-0.05,1.04,41.49,-89.5,194301,0,0,0,0,0.1,0.08,1.07,22.87,206.04,NO SIGN,1,-47,7.75,434,0
2022-5-7--11-28-47-531,-0.51,1.06,-0.47,0.8,0.94,-0.63,0.03,-0.06,1.02,41.49,-89.5,194377,0,0,0,0,0.13,0.07,1.07,22.87,205.86,NO SIGN,1,-50,7.72,434,0
2022-5-7--11-28-47-961,-0.48,1.06,-0.43,0.23,0.92,-1.68,0.03,-0.06,1.04,41.49,-89.5,194427,0,0,0,0,0.1,0.08,1.06,22.87,206.12,NO SIGN,1,-51,7.75,434,0
2022-5-7--11-28-48-391,-0.48,1.1,-0.46,0.46,1.15,-0.98,0.03,-0.04,1.03,41.49,-89.5,194425,0,0,0,0,0.1,0.08,1.07,22.87,205.95,NO SIGN,1,-51,7.75,434,0
2022-5-7--11-28-48-821,-0.48,1.07,-0.43,1.66,0.9,-1.01,0.04,-0.04,1.03,41.49,-89.5,194415,0,0,0,0,0.12,0.09,1.07,22.88,206.04,NO SIGN,1,-51,7.73,434,0
2022-5-7--11-28-49-251,-0.51,1.07,-0.46,0.57,1.15,-1.68,0.04,-0.07,1.03,41.49,-89.5,194429,0,0,0,0,0.1,0.09,1.07,22.88,205.96,NO SIGN,1,-50,7.73,434,0
2022-5-7--11-28-49-680,-0.48,1.06,-0.43,0.41,1.13,-1.13,0.04,-0.04,1.03,41.49,-89.5,194462,0,0,0,0,0.11,0.08,1.07,22.88,206.13,NO SIGN,1,-49,7.71,434,0
2022-5-7--11-28-50-110,-0.49,1.06,-0.42,0.36,1.09,-2.23,0.04,-0.05,1.03,41.49,-89.5,194494,0,0,0,0,0.11,0.09,1.07,22.88,206.04,NO SIGN,1,-49,7.74,434,0
2022-5-7--11-28-50-540,-0.48,1.07,-0.42,0.46,1.15,-1.01,0.06,-0.01,1.03,41.49,-89.5,194516,0,0,0,0,0.11,0.08,1.07,22.89,205.88,NO SIGN,1,-50,7.72,434,0
2022-5-7--11-28-50-969,-0.48,1.06,-0.41,1.07,1.19,-1.66,0.03,-0.05,1.03,41.49,-89.5,194654,0,0,0,0,0.12,0.08,1.06,22.89,205.96,NO SIGN,1,-50,6.79,434,0
2022-5-7--11-28-51-399,-0.49,1.06,-0.45,0.47,1,-1.37,0.03,-0.05,1.03,41.49,-89.5,194743,0,0,0,0,0.11,0.08,1.06,22.89,205.88,NO SIGN,1,-50,7.47,434,0
2022-5-7--11-28-51-830,-0.48,1.05,-0.43,-0.27,1.52,-1.93,0.03,-0.05,1.03,41.49,-89.5,194837,0,0,0,0,0.1,0.08,1.07,22.89,205.96,NO SIGN,1,-48,7.73,434,0
2022-5-7--11-28-52-259,-0.49,1.09,-0.46,0.48,1.09,-1.63,0.05,-0.01,1.03,41.49,-89.5,194855,0,0,0,0,0.11,0.08,1.07,22.89,206.05,NO SIGN,1,-48,7.72,434,0
2022-5-7--11-28-52-688,-0.48,1.1,-0.46,0.31,0.91,-1.26,0.04,-0.05,1.04,41.49,-89.5,194854,0,0,0,0,0.11,0.08,1.07,22.9,206.06,NO SIGN,1,-50,7.72,434,0
2022-5-7--11-28-53-118,-0.51,1.06,-0.46,0.27,1.43,-1.51,0.03,-0.05,1.03,41.49,-89.5,194899,0,0,0,0,0.12,0.08,1.06,22.9,205.97,NO SIGN,1,-48,7.76,434,0
2022-5-7--11-28-53-548,-0.48,1.05,-0.42,0.38,1.16,-1.24,0.06,-0.06,1.05,41.49,-89.5,194921,0,0,0,0,0.11,0.08,1.07,22.9,205.88,NO SIGN,1,-49,7.75,434,0
2022-5-7--11-28-53-978,-0.48,1.06,-0.45,0.44,1.08,-1.42,0.03,-0.05,1.04,41.49,-89.5,194945,0,0,0,0,0.11,0.09,1.06,22.9,205.71,NO SIGN,1,-49,7.75,434,0
2022-5-7--11-28-54-407,-0.52,1.06,-0.46,0.14,0.99,-1.74,0.05,-0.06,1.04,41.49,-89.5,194984,0,0,0,0,0.11,0.08,1.07,22.91,205.98,NO SIGN,1,-49,7.72,434,0
2022-5-7--11-28-54-837,-0.48,1.05,-0.43,0.51,1.01,-1.23,0.03,-0.05,1.02,41.49,-89.5,195026,0,0,0,0,0.1,0.08,1.07,22.91,205.8,NO SIGN,1,-48,7.73,434,0
2022-5-7--11-28-55-267,-0.48,1.1,-0.46,0.25,0.73,-0.97,0.03,-0.07,1.05,41.49,-89.5,195031,0,0,0,0,0.11,0.08,1.07,22.91,205.89,NO SIGN,1,-48,7.74,434,0
2022-5-7--11-28-55-697,-0.52,1.05,-0.47,0.31,0.92,-1.3,0.03,-0.05,1.04,41.49,-89.5,195018,0,0,0,0,0.11,0.08,1.06,22.92,205.9,NO SIGN,1,-57,7.73,434,0
2022-5-7--11-28-56-127,-0.48,1.06,-0.42,1.02,0.99,-1.49,0.03,-0.06,1.04,41.49,-89.5,195047,0,0,0,0,0.12,0.07,1.07,22.92,205.98,NO SIGN,1,-57,7.71,434,0
2022-5-7--11-28-56-556,-0.48,1.09,-0.47,0.18,1.78,-1.56,0.04,-0.06,1.04,41.49,-89.5,195016,0,0,0,0,0.11,0.07,1.07,22.92,206.51,NO SIGN,1,-57,7.75,434,0
2022-5-7--11-28-56-986,-0.52,1.06,-0.46,0.48,1.44,-1.3,0.02,-0.04,1.02,41.49,-89.5,195021,0,0,0,0,0.1,0.09,1.07,22.92,206.33,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-28-57-416,-0.48,1.06,-0.46,0.16,1.23,-1.23,0.03,-0.05,1.03,41.49,-89.5,195019,0,0,0,0,0.11,0.08,1.07,22.92,205.98,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-28-57-846,-0.48,1.1,-0.46,0.6,1.06,-0.98,0.04,-0.03,1.03,41.49,-89.5,195014,0,0,0,0,0.12,0.08,1.06,22.93,206.25,NO SIGN,1,-45,6.81,434,0
2022-5-7--11-28-58-275,-0.47,1.06,-0.42,0.29,0.89,-0.74,0.03,-0.04,1.04,41.49,-89.5,194971,0,0,0,0,0.11,0.09,1.06,22.93,206.25,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-28-58-705,-0.5,1.1,-0.46,0.59,1.15,-1.52,0.03,-0.06,1.03,41.49,-89.5,194916,0,0,0,0,0.11,0.08,1.07,22.93,206.34,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-28-59-135,-0.48,1.06,-0.44,0.55,0.94,-1.43,0,-0.08,1.03,41.49,-89.5,194851,0,0,0,0,0.11,0.07,1.06,22.94,206.09,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-28-59-565,-0.48,1.06,-0.43,0.08,1.09,-0.56,0.03,-0.05,1.03,41.49,-89.5,194816,0,0,0,0,0.11,0.09,1.07,22.94,206.26,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-28-59-994,-0.49,1.09,-0.46,0.11,1.25,-1.04,0.02,-0.06,1.04,41.49,-89.5,194827,0,0,0,0,0.12,0.08,1.06,22.94,206,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-29-00-424,-0.48,1.11,-0.46,0.49,0.67,-1.42,0.04,-0.05,1.04,41.49,-89.5,194754,0,0,0,0,0.11,0.09,1.07,22.94,206.17,NO SIGN,1,-50,7.73,434,0
2022-5-7--11-29-00-854,-0.52,1.06,-0.47,0.34,0.82,-1.13,0.04,-0.03,1.03,41.49,-89.5,194729,0,0,0,0,0.11,0.09,1.07,22.94,206.26,NO SIGN,1,-48,7.72,434,0
2022-5-7--11-29-01-283,-0.48,1.06,-0.41,0.06,0.44,-1.2,0.04,-0.07,1.04,41.49,-89.5,194699,0,0,0,0,0.12,0.08,1.07,22.95,206.36,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-29-01-713,-0.48,1.11,-0.42,0.3,1.24,-1.88,0.06,-0.06,1.04,41.49,-89.5,194663,0,0,0,0,0.12,0.08,1.07,22.95,206.36,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-29-02-143,-0.48,1.06,-0.42,0.41,1.48,-1.18,0.01,-0.02,1.02,41.49,-89.5,194626,0,0,0,0,0.09,0.1,1.06,22.95,206.71,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-29-02-572,-0.48,1.06,-0.42,0.53,1.08,-1.19,0.03,-0.04,1.03,41.49,-89.5,194604,0,0,0,0,0.11,0.08,1.07,22.95,206.71,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-29-03-2,-0.48,1.11,-0.46,0.51,1.02,-1.48,0.05,-0.08,1.04,41.49,-89.5,194550,0,0,0,0,0.13,0.08,1.07,22.96,206.97,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-29-03-432,-0.52,1.05,-0.47,0.79,1.22,-1.83,0.04,-0.04,1.03,41.49,-89.5,194446,0,0,0,0,0.11,0.07,1.07,22.96,207.06,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-29-03-862,-0.48,1.05,-0.42,-0.15,2.28,-1.95,0.06,-0.03,1.04,41.49,-89.5,194407,0,0,0,0,0.1,0.08,1.06,22.96,206.27,NO SIGN,1,-48,7.72,434,0
2022-5-7--11-29-04-291,-0.48,1.05,-0.42,-0.05,1.33,-0.78,0.03,-0.06,1.03,41.49,-89.5,194364,0,0,0,0,0.13,0.08,1.07,22.96,206.54,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-29-04-721,-0.48,1.06,-0.41,0.99,1.6,-1.19,0.03,-0.06,1.04,41.49,-89.5,194336,0,0,0,0,0.12,0.09,1.06,22.97,205.93,NO SIGN,1,-45,6.92,434,0
2022-5-7--11-29-05-151,-0.48,1.06,-0.44,-0.01,1.11,-1.85,0.01,-0.04,1.03,41.49,-89.5,194278,0,0,0,0,0.1,0.11,1.07,22.97,206.46,NO SIGN,1,-44,7.75,434,0
2022-5-7--11-29-05-581,-0.48,1.11,-0.46,0.39,1.09,-0.85,0.02,-0.07,1.03,41.49,-89.5,194209,0,0,0,0,0.13,0.06,1.07,22.97,206.89,NO SIGN,1,-44,7.71,434,0
2022-5-7--11-29-06-11,-0.48,1.1,-0.47,0.44,1.09,-1.02,0.04,-0.04,1.03,41.49,-89.5,194185,0,0,0,0,0.09,0.09,1.07,22.97,206.28,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-29-06-440,-0.52,1.06,-0.43,0.15,0.74,-0.82,0.01,-0.04,1.04,41.49,-89.5,194108,0,0,0,0,0.12,0.08,1.07,22.98,206.81,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-29-06-870,-0.52,1.06,-0.47,0.32,1.05,-1.66,0.04,-0.07,1.03,41.49,-89.5,194071,0,0,0,0,0.13,0.07,1.07,22.98,206.29,NO SIGN,1,-44,7.75,434,0
2022-5-7--11-29-07-300,-0.48,1.11,-0.46,1,1.35,-1.65,0.03,-0.06,1.04,41.49,-89.5,194025,0,0,0,0,0.1,0.09,1.06,22.98,206.38,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-29-07-729,-0.51,1.06,-0.47,-0.17,0.9,-1.01,0.01,-0.03,1.02,41.49,-89.5,193985,0,0,0,0,0.11,0.09,1.06,22.98,206.11,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-29-08-159,-0.53,1.06,-0.47,0.36,1.53,-1.29,0.04,-0.06,1.02,41.49,-89.5,193983,0,0,0,0,0.13,0.07,1.07,22.99,206.56,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-08-589,-0.48,1.06,-0.43,1.6,1.57,-1.86,0.03,-0.06,1.04,41.49,-89.5,193965,0,0,0,0,0.09,0.09,1.07,22.99,206.73,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-29-09-19,-0.48,1.11,-0.42,0.19,0.16,-0.83,0.03,-0.04,1.04,41.49,-89.5,193860,0,0,0,0,0.11,0.09,1.07,22.99,206.3,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-09-448,-0.48,1.06,-0.42,0.11,1.23,-1.15,0.01,-0.09,1.02,41.49,-89.5,193828,0,0,0,0,0.13,0.07,1.07,22.99,206.82,NO SIGN,1,-46,7.73,434,0
