serial,tick,ptype,state,v_batt,v_pyro,sense,v_apogee,v_main,ground_pres,ground_accel,accel_plus_g,accel_minus_g,acceleration,speed,height,crc
11047,405.69,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,80.5,257.375,421,TRUE
11047,405.8,9,3,4.1,4.21,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,79.125,265.6875,449,TRUE
11047,405.91,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,77.75,273.8125,478,TRUE
11047,406.02,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,76.375,281.6875,507,TRUE
11047,406.13,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,74.6875,289.25,537,TRUE
11047,406.24,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,72.875,296.625,568,TRUE
11047,406.35,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,70.8125,303.875,600,TRUE
11047,406.46,9,3,4.1,4.19,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,69.6875,311.125,633,TRUE
11047,406.57,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.14,4.2,97658,-29,-29,10,68.25,318.25,666,TRUE
11047,406.68,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,66.75,325.1875,701,TRUE
11047,406.79,9,3,4.09,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,65.125,331.9375,736,TRUE
11047,406.9,9,3,4.1,4.21,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,63,338.3125,772,TRUE
11047,407.01,9,3,4.1,4.19,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,61.125,344.375,808,TRUE
11047,407.12,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,58.1875,349.8125,844,TRUE
11047,407.23,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,55.25,356.4375,884,TRUE
11047,407.34,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,49.75,362.375,925,TRUE
11047,407.45,9,3,4.1,4.19,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,33.125,365.6875,966,TRUE
11047,407.56,9,3,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,11.1875,366.25,1006,TRUE
11047,407.67,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-3.875,365.3125,1047,TRUE
11047,407.78,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-15.4375,363.0625,1086,TRUE
11047,407.89,9,4,4.09,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-24.25,359.875,1126,TRUE
11047,408,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-27.9375,356.4375,1165,TRUE
11047,408.11,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-28.75,353.125,1203,TRUE
11047,408.22,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.14,4.2,97658,-29,-29,10,-28.9375,349.875,1242,TRUE
11047,408.33,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-27.6875,345.4375,1277,TRUE
11047,408.44,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-25.5625,340.875,1310,TRUE
11047,408.55,9,4,4.1,4.19,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-24.1875,336.625,1343,TRUE
11047,408.66,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-23,332.5,1376,TRUE
11047,408.77,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-22.75,328.3125,1408,TRUE
11047,408.88,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-20.6875,324.3125,1440,TRUE
11047,408.99,9,4,4.1,4.19,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-12.625,322.0625,1471,TRUE
11047,409.1,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.14,97658,-29,-29,10,-18.4375,317.6875,1501,TRUE
11047,409.21,9,4,4.1,4.19,0.00 0.00 0.00 4.20,4.14,4.2,97658,-29,-29,10,-20.625,313.125,1530,TRUE
11047,409.32,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-21.4375,308.4375,1559,TRUE
11047,409.43,9,4,4.1,4.2,0.00 0.00 0.00 4.20,4.2,4.2,97658,-29,-29,10,-21.4375,303.75,1587,TRUE
11047,409.54,9,4,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-21.9375,299,1614,TRUE
11047,409.65,9,4,4.1,4.2,0.00 0.00 0.00 0.06,4.2,4.14,97658,-29,-29,10,-21.375,294.3125,1641,TRUE
11047,409.76,9,4,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-20.625,289.5625,1667,TRUE
11047,409.87,9,4,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-20.75,284.75,1692,TRUE
11047,409.98,9,4,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-20.75,279.875,1717,TRUE
11047,410.09,9,4,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-20.375,275,1741,TRUE
11047,410.2,9,4,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-20.25,270.125,1764,TRUE
11047,410.31,9,4,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-19.9375,265.25,1787,TRUE
11047,410.53,9,4,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-19.75,255.75,1832,TRUE
11047,410.64,9,4,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-20,251.0625,1854,TRUE
11047,410.75,9,5,4.09,4.21,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-19.5625,246.625,1875,TRUE
11047,410.86,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-19.125,242.375,1897,TRUE
11047,410.97,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-19.5,238.1875,1918,TRUE
11047,411.08,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-18.8125,234.3125,1940,TRUE
11047,411.19,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-18.875,230.5,1961,TRUE
11047,411.3,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-18.5625,226.9375,1983,TRUE
11047,411.41,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-18.4375,223.5,2004,TRUE
11047,411.52,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-18.25,220.25,2025,TRUE
11047,411.63,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-18.4375,217.125,2046,TRUE
11047,411.74,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-18.0625,214.1875,2068,TRUE
11047,411.85,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-18.0625,211.3125,2089,TRUE
11047,411.96,9,5,4.1,4.21,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-17.5625,208.625,2110,TRUE
11047,412.07,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-17.6875,206.0625,2132,TRUE
11047,412.18,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-17.4375,203.625,2153,TRUE
11047,412.4,9,5,4.1,4.21,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-17.6875,198.875,2195,TRUE
11047,412.51,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-17.375,196.6875,2216,TRUE
11047,412.62,9,5,4.09,4.21,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-17.1875,194.625,2237,TRUE
11047,412.84,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-17.125,190.75,2279,TRUE
11047,412.95,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.14,4.14,97658,-29,-29,10,-16.0625,189.0625,2300,TRUE
11047,413.06,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-16.5625,187.25,2321,TRUE
11047,413.17,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-16.5,185.5625,2342,TRUE
11047,413.39,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-16.1875,182.375,2383,TRUE
11047,413.5,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-16.25,180.875,2404,TRUE
11047,413.61,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-16.5,179.375,2424,TRUE
11047,413.94,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-15.875,175.1875,2485,TRUE
11047,414.05,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-15.75,173.8125,2506,TRUE
11047,414.16,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-16.1875,172.5,2526,TRUE
11047,414.49,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-15.5,168.75,2585,TRUE
11047,414.6,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-15.4375,167.5,2605,TRUE
11047,414.71,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-14.9375,166.375,2625,TRUE
11047,415.04,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-15.1875,162.9375,2683,TRUE
11047,415.15,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-14.625,161.8125,2702,TRUE
11047,415.26,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-14.5625,160.75,2721,TRUE
11047,415.59,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-15,157.3125,2777,TRUE
11047,415.7,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-14.8125,156.1875,2796,TRUE
11047,415.81,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-15.125,155,2814,TRUE
11047,416.25,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-14.5625,150.4375,2886,TRUE
11047,416.36,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-14.3125,149.3125,2903,TRUE
11047,416.47,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-14.5625,148.125,2921,TRUE
11047,416.8,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-14.1875,144.6875,2972,TRUE
11047,416.91,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-14.125,143.5625,2989,TRUE
11047,417.02,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-13.75,142.5,3006,TRUE
11047,417.46,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-13.625,138.0625,3071,TRUE
11047,417.57,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-13.6875,136.875,3087,TRUE
11047,417.68,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-13.75,135.75,3103,TRUE
11047,418.23,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-13.4375,130.0625,3180,TRUE
11047,418.34,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-13.5,128.8125,3195,TRUE
11047,418.89,9,5,4.1,4.21,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-13.1875,123,3268,TRUE
11047,419,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-13.375,121.8125,3282,TRUE
11047,419.11,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-13.5,120.5,3296,TRUE
11047,419.66,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-13,114.6875,3363,TRUE
11047,419.77,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-13.3125,113.4375,3376,TRUE
11047,419.88,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-12.8125,112.25,3389,TRUE
11047,420.54,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-12.5,105.1875,3464,TRUE
11047,421.09,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-12.8125,99.25,3523,TRUE
11047,421.42,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-12.5,95.75,3557,TRUE
11047,421.86,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-12.25,91.25,3600,TRUE
11047,421.97,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-12.1875,90.0625,3610,TRUE
11047,422.41,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-12.25,85.4375,3651,TRUE
11047,422.74,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.9375,82,3680,TRUE
11047,422.85,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-12.125,80.875,3689,TRUE
11047,422.96,9,5,4.1,4.21,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-12.1875,79.6875,3698,TRUE
11047,423.84,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-12,70.6875,3768,TRUE
11047,423.95,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-12.1875,69.5,3776,TRUE
11047,424.94,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.6875,59.4375,3844,TRUE
11047,425.05,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.8125,58.3125,3851,TRUE
11047,425.16,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.5625,57.25,3857,TRUE
11047,426.04,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.6875,48.4375,3907,TRUE
11047,426.15,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.6875,47.3125,3913,TRUE
11047,426.26,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.375,46.25,3918,TRUE
11047,426.37,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.5,45.1875,3924,TRUE
11047,426.48,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.8125,44.0625,3929,TRUE
11047,427.25,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.25,36.4375,3963,TRUE
11047,427.36,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.14,4.2,97658,-29,-29,10,-11.1875,35.375,3968,TRUE
11047,427.47,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.625,34.25,3972,TRUE
11047,427.58,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.8125,33.125,3976,TRUE
11047,427.69,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.75,32.0625,3980,TRUE
11047,428.57,9,5,4.09,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.25,23.375,4008,TRUE
11047,428.68,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.4375,22.3125,4011,TRUE
11047,428.79,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.375,21.25,4014,TRUE
11047,428.9,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.4375,20.1875,4017,TRUE
11047,429.01,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.5625,19.125,4019,TRUE
11047,429.12,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.5,18.0625,4022,TRUE
11047,430.33,9,5,4.1,4.19,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.125,6.4375,4041,TRUE
11047,430.44,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.4375,5.3125,4043,TRUE
11047,430.55,9,5,4.09,4.2,0.00 0.00 0.00 0.00,4.2,4.2,97658,-29,-29,10,-11.125,4.3125,4044,TRUE
11047,430.66,9,5,4.1,4.2,0.00 0.00 0.00 0.00,4.2,4.14,97658,-29,-29,10,-11.125,3.3125,4044,TRUE
11047,438.57,9,6,4.1,4.2,0.00 0.00 0.00 0.00,3.65,4.2,97658,-29,-29,10,-3.25,-31,3925,TRUE
11047,461.8,9,6,4.1,4.2,0.00 0.00 0.00 0.00,3.41,4.2,97658,-29,-29,10,0.5625,-29.125,3159,TRUE
11047,470.89,9,6,4.09,4.2,0.00 0.00 0.00 0.00,3.35,4.2,97658,-29,-29,10,-16.5,-56.125,2802,TRUE
11047,471.9,9,6,4.09,4.2,0.00 0.00 0.00 0.00,3.29,4.14,97658,-29,-29,10,19.3125,-15.75,2781,TRUE
11047,472.91,9,6,4.09,4.19,0.00 0.00 0.00 0.00,3.29,4.2,97658,-29,-29,10,-1.125,-29.375,2748,TRUE
11047,475.94,9,6,4.1,4.2,0.00 0.00 0.00 0.00,3.29,4.14,97658,-29,-29,10,0.875,-35,2640,TRUE
11047,478.97,9,6,4.1,4.2,0.00 0.00 0.00 0.00,3.29,4.14,97658,-29,-29,10,-5.6875,-35.125,2539,TRUE
