Time,gps_lat,gps_long,gps_alt,TEMP,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,STE_ALT,STE_VEL,STE_ACC,STE_APO,BNO_YAW,BNO_PITCH,BNO_ROLL,IMU_gx,IMU_gy,IMU_gz,IMU_mx,IMU_my,IMU_mz,FSM_state,sign,RSSI,Voltage,frequency,flap_extension,pressure,Continuity1,Continuity2,Continuity3,Continuity4,TelemLatency,Pyro1,Pyro2,Pyro3,Pyro4,Pyro1Firing,Pyro2Firing,Pyro3Firing,Pyro4Firing,is_booster,sense_pyro
2024-3-23--13-41-38-830,0,0,0,16.71875,1.02734,0.00391,-0.04687,,,,,0,0,0,1.5,-2.5,-0.625,-0.85388,1.25854,-2.10767,0,KD9ZMJ,-100,8.0625,,,0,0,5.54687,0.70312,0,508,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-38-896,0,0,0,16.71875,1.02344,0.01953,-0.03125,,,,,0,0,0,1.5,-2.5,-0.625,-0.85388,1.25854,-2.10767,0,KD9ZMJ,-100,8.0625,,,1002.25,0,5.54687,0.70312,0,508,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-38-958,0,0,0,16.71875,1.03125,0.00391,-0.03516,,,,,0,0,0,1.5,-2.5,-0.625,-0.85388,1.25854,-2.10767,0,KD9ZMJ,-100,8.0625,,,1002.25,0,5.54687,0.70312,0,508,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-153,0,0,100,16.85938,1.03516,0.04297,-0.05859,,,,,1.54736,1.24292,-1.24341,1.125,-2.625,-0.625,-0.84863,1.26086,-2.1134,0,KD9ZMJ,-102,8.3125,,,1002.3125,0,5.46875,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-220,0,0,100,16.85938,1.02734,-0.00391,-0.04297,,,,,1.54736,1.24292,-1.24341,1.125,-2.625,-0.625,-0.84863,1.26086,-2.1134,0,KD9ZMJ,-102,8.3125,,,1002.3125,0,5.46875,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-25,0,0,0,16.71875,1.03125,0.01172,-0.02734,,,,,0,0,0,1.5,-2.5,-0.625,-0.85388,1.25854,-2.10767,0,KD9ZMJ,-100,8.0625,,,1002.1875,0,5.54687,0.70312,0,508,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-285,0,0,100,16.85938,1.02344,-0.00781,-0.07422,,,,,1.54736,1.24292,-1.24341,1.125,-2.625,-0.625,-0.84863,1.26086,-2.1134,0,KD9ZMJ,-102,8.3125,,,1002.25,0,5.46875,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-350,0,0,100,16.91797,1.04688,0.00391,-0.01953,,,,,1.54736,1.24292,-1.24341,1.25,-2.25,-0.75,-0.85498,1.25354,-2.11084,0,KD9ZMJ,-101,8.1875,,,1002.375,0,5.3125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-413,0,0,100,16.91797,1.04297,-0.00391,-0.03906,,,,,1.54736,1.24292,-1.24341,1.25,-2.25,-0.75,-0.85498,1.25354,-2.11084,0,KD9ZMJ,-101,8.1875,,,1002.3125,0,5.3125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-478,0,0,100,16.91797,1.03516,0.02734,-0.04297,,,,,1.54736,1.24292,-1.24341,1.25,-2.25,-0.75,-0.85498,1.25354,-2.11084,0,KD9ZMJ,-101,8.1875,,,1002.375,0,5.3125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-545,0,0,100,16.91797,1.03906,0.02344,-0.03516,,,,,1.54736,1.24292,-1.24341,1.25,-2.25,-0.75,-0.85498,1.25354,-2.11084,0,KD9ZMJ,-101,8.1875,,,1002.3125,0,5.3125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-610,0,0,100,16.94922,1.03125,0.00391,-0.07422,,,,,1.54736,1.24292,-1.24341,1.25,-1.875,-0.875,-0.86108,1.26025,-2.10474,0,KD9ZMJ,-100,8.3125,,,1002.375,0,5.23437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-674,0,0,100,16.94922,1.04688,0.03125,-0.05078,,,,,1.54736,1.24292,-1.24341,1.25,-1.875,-0.875,-0.86108,1.26025,-2.10474,0,KD9ZMJ,-100,8.3125,,,1002.375,0,5.23437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-740,0,0,100,16.94922,1.01953,0.01563,-0.00781,,,,,1.54736,1.24292,-1.24341,1.25,-1.875,-0.875,-0.86108,1.26025,-2.10474,0,KD9ZMJ,-100,8.3125,,,1002.3125,0,5.23437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-806,0,0,100,16.94922,1.00781,0.01953,-0.00781,,,,,1.54736,1.24292,-1.24341,1.25,-1.875,-0.875,-0.86108,1.26025,-2.10474,0,KD9ZMJ,-100,8.3125,,,1002.25,0,5.23437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-871,0,0,100,16.96875,1.01563,0.01172,0,,,,,1.54736,1.24292,-1.24341,1.375,-1.5,-0.75,-0.85059,1.26233,-2.1123,0,KD9ZMJ,-100,8.1875,,,1002.25,0,5.15625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-90,0,0,100,16.85938,1.03516,0.01563,-0.05078,,,,,0,0,0,1.125,-2.625,-0.625,-0.84863,1.26086,-2.1134,0,KD9ZMJ,-102,8.3125,,,1002.3125,0,5.46875,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-39-935,0,0,100,16.96875,1.03125,-0.01172,-0.00781,,,,,1.54736,1.24292,-1.24341,1.375,-1.5,-0.75,-0.85059,1.26233,-2.1123,0,KD9ZMJ,-100,8.1875,,,1002.25,0,5.15625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-0,0,0,100,16.96875,1.01172,0.01563,-0.04687,,,,,1.54736,1.24292,-1.24341,1.375,-1.5,-0.75,-0.85059,1.26233,-2.1123,0,KD9ZMJ,-100,8.1875,,,1002.25,0,5.15625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-132,0,0,100,16.96875,1.01953,0,-0.07422,,,,,1.54736,1.24292,-1.24341,1.375,0.625,-0.625,-0.85608,1.26099,-2.10352,0,KD9ZMJ,-103,8.375,,,1002.375,0,5.07812,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-196,0,0,100,16.96875,1.03906,0.05078,-0.05859,,,,,1.54736,1.24292,-1.24341,1.375,0.625,-0.625,-0.85608,1.26099,-2.10352,0,KD9ZMJ,-103,8.375,,,1002.375,0,5.07812,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-261,0,0,100,16.96875,1.05078,0.02344,-0.04297,,,,,1.54736,1.24292,-1.24341,1.375,0.625,-0.625,-0.85608,1.26099,-2.10352,0,KD9ZMJ,-103,8.375,,,1002.4375,0,5.07812,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-328,0,0,100,16.96875,1.05078,-0.00391,-0.03125,,,,,1.54736,1.24292,-1.24341,1.375,0.625,-0.625,-0.85608,1.26099,-2.10352,0,KD9ZMJ,-103,8.375,,,1002.3125,0,5.07812,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-393,0,0,100,17,1.04297,-0.02734,-0.05078,,,,,1.53552,0.84875,-0.8468,1.25,-3.875,-0.75,-0.85852,1.25537,-2.09802,0,KD9ZMJ,-106,8.375,,,1002.375,0,5,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-456,0,0,100,17,1.04297,0.03125,-0.05078,,,,,1.53552,0.84875,-0.8468,1.25,-3.875,-0.75,-0.85852,1.25537,-2.09802,0,KD9ZMJ,-106,8.375,,,1002.4375,0,5,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-522,0,0,100,17,1.02734,0,-0.01953,,,,,1.53552,0.84875,-0.8468,1.25,-3.875,-0.75,-0.85852,1.25537,-2.09802,0,KD9ZMJ,-106,8.375,,,1002.375,0,5,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-588,0,0,100,17,1.03516,0.03906,-0.05859,,,,,1.53552,0.84875,-0.8468,1.25,-3.875,-0.75,-0.85852,1.25537,-2.09802,0,KD9ZMJ,-106,8.375,,,1002.375,0,5,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-653,0,0,100,17.01953,1.03125,0,-0.05859,,,,,1.53552,0.84875,-0.8468,1.125,1,-0.25,-0.8446,1.25171,-2.10107,0,KD9ZMJ,-104,8.25,,,1002.25,0,4.92187,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-67,0,0,100,16.96875,1.01172,0.03516,-0.0625,,,,,1.54736,1.24292,-1.24341,1.375,-1.5,-0.75,-0.85059,1.26233,-2.1123,0,KD9ZMJ,-100,8.1875,,,1002.4375,0,5.15625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-717,0,0,100,17.01953,1.02344,-0.01172,0.01563,,,,,1.53552,0.84875,-0.8468,1.125,1,-0.25,-0.8446,1.25171,-2.10107,0,KD9ZMJ,-104,8.25,,,1002.3125,0,4.92187,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-782,0,0,100,17.01953,1.02734,0.00781,-0.01563,,,,,1.53552,0.84875,-0.8468,1.125,1,-0.25,-0.8446,1.25171,-2.10107,0,KD9ZMJ,-104,8.25,,,1002.375,0,4.92187,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-849,0,0,100,17.01953,1.01563,0.03516,0,,,,,1.53552,0.84875,-0.8468,1.125,1,-0.25,-0.8446,1.25171,-2.10107,0,KD9ZMJ,-104,8.25,,,1002.4375,0,4.92187,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-914,0,0,100,17.01953,1.03125,-0.00391,-0.03906,,,,,1.53552,0.84875,-0.8468,1.375,-4.75,-0.5,-0.85376,1.24915,-2.09387,0,KD9ZMJ,-107,8.375,,,1002.5,0,4.84375,0.85937,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-40-978,0,0,100,17.01953,1.03516,0.00781,-0.0625,,,,,1.53552,0.84875,-0.8468,1.375,-4.75,-0.5,-0.85376,1.24915,-2.09387,0,KD9ZMJ,-107,8.375,,,1002.3125,0,4.84375,0.85937,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-41-108,0,0,100,17.01953,1.02344,0.00391,-0.03906,,,,,1.53552,0.84875,-0.8468,1.375,-4.75,-0.5,-0.85376,1.24915,-2.09387,0,KD9ZMJ,-107,8.375,,,1002.3125,0,4.84375,0.85937,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-41-43,0,0,100,17.01953,1.03125,0.00391,-0.05469,,,,,1.53552,0.84875,-0.8468,1.375,-4.75,-0.5,-0.85376,1.24915,-2.09387,0,KD9ZMJ,-107,8.375,,,1002.375,0,4.84375,0.85937,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-41-689,0,0,100,17.03906,1.03906,0.00781,-0.04297,,,,,1.53552,0.84875,-0.8468,1.5,-4.75,-0.375,-0.85144,1.25012,-2.10034,0,KD9ZMJ,-108,8.3125,,,1002.3125,0,4.53125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-41-753,0,0,100,17.03906,1.02344,0.03125,-0.08203,,,,,1.53552,0.84875,-0.8468,1.5,-4.75,-0.375,-0.85144,1.25012,-2.10034,0,KD9ZMJ,-108,8.3125,,,1002.25,0,4.53125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-41-818,0,0,100,17.03906,1.03906,0.01563,-0.04687,,,,,1.53552,0.84875,-0.8468,1.5,-4.75,-0.375,-0.85144,1.25012,-2.10034,0,KD9ZMJ,-108,8.3125,,,1002.3125,0,4.53125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-41-883,0,0,100,17.03906,1.07813,-0.02734,-0.02734,,,,,1.53552,0.84875,-0.8468,1.5,-4.75,-0.375,-0.85144,1.25012,-2.10034,0,KD9ZMJ,-108,8.3125,,,1002.3125,0,4.53125,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-509,0,0,100,17.07813,1.03906,0.00781,0.04297,,,,,1.53308,1.02771,-1.00781,1.75,-3.375,0,-0.85962,1.25488,-2.09863,0,KD9ZMJ,-108,8,,,1002.3125,0,4.14062,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-573,0,0,100,17.07813,1.00781,-0.02734,-0.10156,,,,,1.53308,1.02771,-1.00781,1.75,-3.375,0,-0.85962,1.25488,-2.09863,0,KD9ZMJ,-108,8,,,1002.3125,0,4.14062,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-638,0,0,100,17.07813,1.02344,-0.00781,-0.01953,,,,,1.53308,1.02771,-1.00781,1.75,-3.375,0,-0.85962,1.25488,-2.09863,0,KD9ZMJ,-108,8,,,1002.4375,0,4.14062,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-705,0,0,100,17.07813,1.05469,0.02344,-0.0625,,,,,1.53308,1.02771,-1.00781,1.75,-3.375,0,-0.85962,1.25488,-2.09863,0,KD9ZMJ,-108,8,,,1002.25,0,4.14062,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-769,0,0,100,17.08984,1.01953,-0.04297,-0.08594,,,,,1.53308,1.02771,-1.00781,1.25,-4.625,-0.625,-0.85962,1.2522,-2.09485,0,KD9ZMJ,-105,8.25,,,1002.375,0,4.0625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-833,0,0,100,17.08984,1.00391,-0.00781,-0.09766,,,,,1.53308,1.02771,-1.00781,1.25,-4.625,-0.625,-0.85962,1.2522,-2.09485,0,KD9ZMJ,-105,8.25,,,1002.3125,0,4.0625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-898,0,0,100,17.08984,1.02344,-0.01172,-0.01172,,,,,1.53308,1.02771,-1.00781,1.25,-4.625,-0.625,-0.85962,1.2522,-2.09485,0,KD9ZMJ,-105,8.25,,,1002.4375,0,4.0625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-43-965,0,0,100,17.08984,1.03125,-0.00391,-0.03125,,,,,1.53308,1.02771,-1.00781,1.25,-4.625,-0.625,-0.85962,1.2522,-2.09485,0,KD9ZMJ,-105,8.25,,,1002.375,0,4.0625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-158,0,0,100,17.09766,1.03516,0.00391,-0.04297,,,,,1.53308,1.02771,-1.00781,1.25,-1.875,-0.75,-0.85571,1.2522,-2.09521,0,KD9ZMJ,-104,8.25,,,1002.4375,0,3.98437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-225,0,0,100,17.09766,1.03906,0.00391,-0.04297,,,,,1.53308,1.02771,-1.00781,1.25,-1.875,-0.75,-0.85571,1.2522,-2.09521,0,KD9ZMJ,-104,8.25,,,1002.4375,0,3.98437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-290,0,0,100,17.10938,1.02344,0,-0.01563,,,,,1.53308,1.02771,-1.00781,1.125,-3.5,-0.75,-0.85596,1.2406,-2.09778,0,KD9ZMJ,-106,8.1875,,,1002.375,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-30,0,0,100,17.09766,1.0625,0.02734,-0.02344,,,,,1.53308,1.02771,-1.00781,1.25,-1.875,-0.75,-0.85571,1.2522,-2.09521,0,KD9ZMJ,-104,8.25,,,1002.25,0,3.98437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-353,0,0,100,17.10938,1.01953,0.00391,0,,,,,1.53308,1.02771,-1.00781,1.125,-3.5,-0.75,-0.85596,1.2406,-2.09778,0,KD9ZMJ,-106,8.1875,,,1002.25,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-418,0,0,100,17.10938,1.03516,-0.02734,-0.07031,,,,,1.53247,1.13953,-1.12708,1.125,-3.5,-0.75,-0.85596,1.2406,-2.09778,0,KD9ZMJ,-106,8.1875,,,1002.4375,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-484,0,0,100,17.10938,1.01953,-0.01172,-0.11328,,,,,1.53247,1.13953,-1.12708,1.125,-3.5,-0.75,-0.85596,1.2406,-2.09778,0,KD9ZMJ,-106,8.1875,,,1002.375,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-550,0,0,100,17.07813,1.05078,-0.03125,-0.04687,,,,,1.53247,1.13953,-1.12708,1.5,-3,-0.625,-0.85339,1.24841,-2.09753,0,KD9ZMJ,-107,8.375,,,1002.4375,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-613,0,0,100,17.07813,1.03906,0.01563,-0.01953,,,,,1.53247,1.13953,-1.12708,1.5,-3,-0.625,-0.85339,1.24841,-2.09753,0,KD9ZMJ,-107,8.375,,,1002.3125,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-677,0,0,100,17.07813,1.03906,0.04297,-0.01563,,,,,1.53247,1.13953,-1.12708,1.5,-3,-0.625,-0.85339,1.24841,-2.09753,0,KD9ZMJ,-107,8.375,,,1002.4375,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-743,0,0,100,17.07813,1.05078,0.01563,-0.07813,,,,,1.53247,1.13953,-1.12708,1.5,-3,-0.625,-0.85339,1.24841,-2.09753,0,KD9ZMJ,-107,8.375,,,1002.3125,0,3.90625,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-44-93,0,0,100,17.09766,1.05469,0.01172,-0.04297,,,,,1.53308,1.02771,-1.00781,1.25,-1.875,-0.75,-0.85571,1.2522,-2.09521,0,KD9ZMJ,-104,8.25,,,1002.375,0,3.98437,0.78125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-47-669,0,0,100,17.1875,1.03516,-0.00391,-0.08594,,,,,1.52942,1.22253,-1.21606,1.375,-3.375,-0.5,-0.85901,1.25049,-2.10132,0,KD9ZMJ,-107,8.1875,,,1002.3125,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-47-732,0,0,100,17.1875,1.02734,-0.00781,-0.05859,,,,,1.52942,1.22253,-1.21606,1.375,-3.375,-0.5,-0.85901,1.25049,-2.10132,0,KD9ZMJ,-107,8.1875,,,1002.3125,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-47-797,0,0,100,17.1875,1.02344,0.03125,-0.02734,,,,,1.52942,1.22253,-1.21606,1.375,-3.375,-0.5,-0.85901,1.25049,-2.10132,0,KD9ZMJ,-107,8.1875,,,1002.3125,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-47-864,0,0,100,17.1875,1.05469,-0.00391,-0.02734,,,,,1.52942,1.22253,-1.21606,1.375,-3.375,-0.5,-0.85901,1.25049,-2.10132,0,KD9ZMJ,-107,8.1875,,,1002.3125,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-47-929,0,0,100,17.19922,1.03516,0.00391,-0.00781,,,,,1.52942,1.22253,-1.21606,1.375,-2,-0.625,-0.8623,1.25366,-2.08948,0,KD9ZMJ,-106,8.375,,,1002.4375,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-47-992,0,0,100,17.19922,1.02734,-0.00781,-0.08594,,,,,1.52942,1.22253,-1.21606,1.375,-2,-0.625,-0.8623,1.25366,-2.08948,0,KD9ZMJ,-106,8.375,,,1002.125,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-48-122,0,0,100,17.19922,1.02344,-0.00391,-0.03906,,,,,1.52942,1.22253,-1.21606,1.375,-2,-0.625,-0.8623,1.25366,-2.08948,0,KD9ZMJ,-106,8.375,,,1002.5,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-41-48-57,0,0,100,17.19922,1.00391,0.00781,-0.05078,,,,,1.52942,1.22253,-1.21606,1.375,-2,-0.625,-0.8623,1.25366,-2.08948,0,KD9ZMJ,-106,8.375,,,1002.3125,0,3.28125,0.625,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-09-509,0,0,100,17.69922,1.03906,0.01563,-0.02344,,,,,1.52734,1.51428,-1.55566,1.375,-1,-1,-0.84973,1.25439,-2.09937,0,KD9ZMJ,-105,8.3125,,,1002.1875,0,1.71875,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-09-572,0,0,100,17.69922,1.01563,0.04687,-0.00781,,,,,1.52734,1.51428,-1.55566,1.375,-1,-1,-0.84973,1.25439,-2.09937,0,KD9ZMJ,-105,8.3125,,,1002.3125,0,1.71875,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-09-637,0,0,100,17.69922,1.03125,0.00391,-0.04687,,,,,1.52734,1.51428,-1.55566,1.375,-1,-1,-0.84973,1.25439,-2.09937,0,KD9ZMJ,-105,8.3125,,,1002.3125,0,1.71875,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-09-702,0,0,100,17.69922,1.05469,-0.02344,-0.07422,,,,,1.52734,1.51428,-1.55566,1.375,-1,-1,-0.84973,1.25439,-2.09937,0,KD9ZMJ,-105,8.3125,,,1002.25,0,1.71875,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-408,37.10133,-97.44034,381.85999,18.11719,1.02734,0.01172,-0.01563,,,,,1.53125,1.59314,-1.68811,1.375,-2,-0.75,-0.84985,1.24646,-2.08826,0,KD9ZMJ,-105,8.0625,,,1002.25,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-472,37.10133,-97.44034,381.85999,18.11719,1.00781,-0.00391,-0.03906,,,,,1.53125,1.59314,-1.68811,1.375,-2,-0.75,-0.84985,1.24646,-2.08826,0,KD9ZMJ,-105,8.0625,,,1002.25,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-537,37.10133,-97.44034,381.85999,18.11719,1.02344,0.01953,-0.02344,,,,,1.53125,1.59314,-1.68811,1.375,-2,-0.75,-0.84985,1.24646,-2.08826,0,KD9ZMJ,-105,8.0625,,,1002.1875,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-604,37.10133,-97.44034,381.85999,18.11719,1.03516,0.01563,-0.03516,,,,,1.53125,1.59314,-1.68811,1.375,-2,-0.75,-0.84985,1.24646,-2.08826,0,KD9ZMJ,-105,8.0625,,,1002.25,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-669,37.10133,-97.44034,382.26001,18.11719,1.03906,0.01953,-0.0625,,,,,1.53125,1.59314,-1.68811,1.25,-3,-0.625,-0.85205,1.24841,-2.08875,0,KD9ZMJ,-105,8.125,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-732,37.10133,-97.44034,382.26001,18.11719,1.01563,0.01172,-0.04687,,,,,1.53125,1.59314,-1.68811,1.25,-3,-0.625,-0.85205,1.24841,-2.08875,0,KD9ZMJ,-105,8.125,,,1002.25,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-797,37.10133,-97.44034,382.26001,18.11719,1.00781,0.01953,-0.01953,,,,,1.53125,1.59314,-1.68811,1.25,-3,-0.625,-0.85205,1.24841,-2.08875,0,KD9ZMJ,-105,8.125,,,1002.25,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-864,37.10133,-97.44034,382.26001,18.11719,1.04688,-0.01172,-0.01172,,,,,1.53125,1.59314,-1.68811,1.25,-3,-0.625,-0.85205,1.24841,-2.08875,0,KD9ZMJ,-105,8.125,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-929,37.10133,-97.44034,382.26001,18.12891,1.04688,-0.00391,-0.0625,,,,,1.53125,1.59314,-1.68811,1.25,-1.625,-0.75,-0.85291,1.24536,-2.08569,0,KD9ZMJ,-106,8.125,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-26-992,37.10133,-97.44034,382.26001,18.12891,1.03906,0.01172,-0.04297,,,,,1.53125,1.59314,-1.68811,1.25,-1.625,-0.75,-0.85291,1.24536,-2.08569,0,KD9ZMJ,-106,8.125,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-27-122,37.10133,-97.44034,382.26001,18.12891,1.02344,0,0,,,,,1.53125,1.59314,-1.68811,1.25,-1.625,-0.75,-0.85291,1.24536,-2.08569,0,KD9ZMJ,-106,8.125,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-27-57,37.10133,-97.44034,382.26001,18.12891,1.03516,0.00781,-0.04687,,,,,1.53125,1.59314,-1.68811,1.25,-1.625,-0.75,-0.85291,1.24536,-2.08569,0,KD9ZMJ,-106,8.125,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-34-728,37.10133,-97.44033,383.76999,18.28906,1.01172,-0.01563,-0.05078,,,,,1.52161,1.43982,-1.54346,1.375,-3.125,-0.625,-0.85242,1.25208,-2.09509,0,KD9ZMJ,-107,8.1875,,,1002.375,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-34-792,37.10133,-97.44033,383.76999,18.28906,1.03125,0,-0.01172,,,,,1.51892,1.46777,-1.57385,1.375,-3.125,-0.625,-0.85242,1.25208,-2.09509,0,KD9ZMJ,-107,8.1875,,,1002.375,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-34-857,37.10133,-97.44033,383.76999,18.28906,1.02734,-0.01172,-0.07031,,,,,1.51892,1.46777,-1.57385,1.375,-3.125,-0.625,-0.85242,1.25208,-2.09509,0,KD9ZMJ,-107,8.1875,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-42-34-922,37.10133,-97.44033,383.76999,18.28906,1.02344,-0.00781,-0.04687,,,,,1.51892,1.46777,-1.57385,1.375,-3.125,-0.625,-0.85242,1.25208,-2.09509,0,KD9ZMJ,-107,8.1875,,,1002.3125,0,1.48437,0.3125,0,260,0,0,0,0,0,0,0,0,0,0
