Time,gps_lat,gps_long,gps_alt,TEMP,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,STE_ALT,STE_VEL,STE_ACC,STE_APO,BNO_YAW,BNO_PITCH,BNO_ROLL,IMU_gx,IMU_gy,IMU_gz,IMU_mx,IMU_my,IMU_mz,FSM_state,sign,RSSI,Voltage,frequency,flap_extension,pressure,Continuity1,Continuity2,Continuity3,Continuity4,TelemLatency,Pyro1,Pyro2,Pyro3,Pyro4,Pyro1Firing,Pyro2Firing,Pyro3Firing,Pyro4Firing,is_booster,sense_pyro
2024-3-23--13-44-48-107,37.10132,-97.44032,387.88,20.86719,1.03516,0.02734,-0.03906,,,,,1.54443,1.12207,-1.20959,1.375,-2.625,-0.75,-0.84131,1.23303,-2.07166,0,KD9ZMJ,-110,8.25,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-170,37.10132,-97.44032,387.88,20.86719,1.03906,0.00781,-0.02344,,,,,1.54443,1.12207,-1.20959,1.375,-2.625,-0.75,-0.84131,1.23303,-2.07166,0,KD9ZMJ,-110,8.25,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-235,37.10132,-97.44032,387.88,20.86719,1.00781,0,-0.05078,,,,,1.54443,1.12207,-1.20959,1.375,-2.625,-0.75,-0.84131,1.23303,-2.07166,0,KD9ZMJ,-110,8.25,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-302,37.10132,-97.44032,387.88,20.86719,1.02344,0,-0.01563,,,,,1.54443,1.12207,-1.20959,1.375,-2.625,-0.75,-0.84131,1.23303,-2.07166,0,KD9ZMJ,-110,8.25,,,1002.125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-367,37.10132,-97.44032,387.88,20.85938,1.01172,0.00781,-0.01563,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83606,1.23523,-2.08057,0,KD9ZMJ,-108,8.125,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-430,37.10132,-97.44032,387.88,20.85938,1.02344,0,-0.04297,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83606,1.23523,-2.08057,0,KD9ZMJ,-108,8.125,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-495,37.10132,-97.44032,387.88,20.85938,1.04297,0.01953,-0.04297,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83606,1.23523,-2.08057,0,KD9ZMJ,-108,8.125,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-562,37.10132,-97.44032,387.88,20.85938,1.02344,0.00391,-0.04687,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83606,1.23523,-2.08057,0,KD9ZMJ,-108,8.125,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-627,37.10132,-97.44032,387.88,20.86719,1.01953,-0.01172,-0.02344,,,,,1.54443,1.12207,-1.20959,1.25,-2.25,-0.625,-0.84253,1.23511,-2.07837,0,KD9ZMJ,-108,8.125,,,1002.375,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-691,37.10132,-97.44032,387.88,20.86719,1.03125,0,-0.01953,,,,,1.54443,1.12207,-1.20959,1.25,-2.25,-0.625,-0.84253,1.23511,-2.07837,0,KD9ZMJ,-108,8.125,,,1002.375,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-756,37.10132,-97.44032,387.88,20.86719,1.03125,-0.01953,-0.04687,,,,,1.54443,1.12207,-1.20959,1.25,-2.25,-0.625,-0.84253,1.23511,-2.07837,0,KD9ZMJ,-108,8.125,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-824,37.10132,-97.44032,387.88,20.86719,1.02344,0.00391,0.00391,,,,,1.54443,1.12207,-1.20959,1.25,-2.25,-0.625,-0.84253,1.23511,-2.07837,0,KD9ZMJ,-108,8.125,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-888,37.10132,-97.44032,387.88,20.87891,1.04297,-0.00781,-0.03516,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.625,-0.84094,1.23865,-2.08337,0,KD9ZMJ,-109,8.0625,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-48-952,37.10132,-97.44032,387.88,20.87891,1.04297,0.01172,-0.03516,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.625,-0.84094,1.23865,-2.08337,0,KD9ZMJ,-109,8.0625,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-150,37.10132,-97.44032,387.88,20.85938,1.02734,0.02344,-0.01563,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83594,1.23779,-2.07336,0,KD9ZMJ,-109,8.25,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-17,37.10132,-97.44032,387.88,20.87891,1.04688,0.01563,-0.01563,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.625,-0.84094,1.23865,-2.08337,0,KD9ZMJ,-109,8.0625,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-213,37.10132,-97.44032,387.88,20.85938,1.02734,0.02344,-0.00781,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83594,1.23779,-2.07336,0,KD9ZMJ,-109,8.25,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-278,37.10132,-97.44032,387.88,20.85938,1.05859,0.01172,-0.02734,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83594,1.23779,-2.07336,0,KD9ZMJ,-109,8.25,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-345,37.10132,-97.44032,387.88,20.85938,1.01563,0.00391,-0.03125,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83594,1.23779,-2.07336,0,KD9ZMJ,-109,8.25,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-410,37.10132,-97.44032,387.88,20.88672,1.03516,-0.01953,-0.01563,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83374,1.23584,-2.07581,0,KD9ZMJ,-109,8.25,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-474,37.10132,-97.44032,387.88,20.88672,1.04297,0.01953,-0.05469,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83374,1.23584,-2.07581,0,KD9ZMJ,-109,8.25,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-539,37.10132,-97.44032,387.88,20.88672,1.03516,0.03125,0,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83374,1.23584,-2.07581,0,KD9ZMJ,-109,8.25,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-606,37.10132,-97.44032,387.88,20.88672,1.05078,0.00781,-0.03516,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.83374,1.23584,-2.07581,0,KD9ZMJ,-109,8.25,,,1002.375,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-671,37.10132,-97.44032,387.88,20.88672,1.03125,0.02344,-0.01172,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83496,1.23669,-2.06531,0,KD9ZMJ,-112,8.375,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-734,37.10132,-97.44032,387.88,20.88672,1.03906,0.00781,-0.00391,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83496,1.23669,-2.06531,0,KD9ZMJ,-112,8.375,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-799,37.10132,-97.44032,387.88,20.88672,1.02344,0.01172,-0.01953,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83496,1.23669,-2.06531,0,KD9ZMJ,-112,8.375,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-84,37.10132,-97.44032,387.88,20.87891,1.03516,0.03125,-0.02734,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.625,-0.84094,1.23865,-2.08337,0,KD9ZMJ,-109,8.0625,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-866,37.10132,-97.44032,387.88,20.88672,1.03125,0.01563,-0.03516,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83496,1.23669,-2.06531,0,KD9ZMJ,-112,8.375,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-931,37.10132,-97.44032,387.88,20.88672,1.01563,0.01563,-0.04297,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83533,1.23755,-2.07837,0,KD9ZMJ,-111,8.125,,,1002.375,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-49-995,37.10132,-97.44032,387.88,20.88672,1.02734,0,-0.05469,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83533,1.23755,-2.07837,0,KD9ZMJ,-111,8.125,,,1002.5,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-127,37.10132,-97.44032,387.88,20.88672,1.02734,0.00781,0,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83533,1.23755,-2.07837,0,KD9ZMJ,-111,8.125,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-192,37.10132,-97.44032,387.88,20.89844,1.03125,-0.00781,-0.04297,,,,,1.54443,1.12207,-1.20959,1.25,-2,-0.625,-0.83789,1.23865,-2.07751,0,KD9ZMJ,-110,8.1875,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-256,37.10132,-97.44032,387.88,20.89844,1.02344,0.00781,-0.04297,,,,,1.54443,1.12207,-1.20959,1.25,-2,-0.625,-0.83789,1.23865,-2.07751,0,KD9ZMJ,-110,8.1875,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-321,37.10132,-97.44032,387.88,20.89844,1.04688,0.01172,-0.01563,,,,,1.54443,1.12207,-1.20959,1.25,-2,-0.625,-0.83789,1.23865,-2.07751,0,KD9ZMJ,-110,8.1875,,,1002.1875,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-386,37.10132,-97.44032,387.88,20.89844,1.07422,0.00391,0.00391,,,,,1.54443,1.12207,-1.20959,1.25,-2,-0.625,-0.83789,1.23865,-2.07751,0,KD9ZMJ,-110,8.1875,,,1002.25,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-60,37.10132,-97.44032,387.88,20.88672,1.04297,0.01172,-0.05469,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83533,1.23755,-2.07837,0,KD9ZMJ,-111,8.125,,,1002.3125,0,1.48437,0.46875,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-707,37.10132,-97.44032,387.88,20.89844,1.03516,0.01172,-0.02734,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.83691,1.2373,-2.0835,0,KD9ZMJ,-108,8.0625,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-771,37.10132,-97.44032,387.88,20.89844,1.03516,0.01172,-0.05078,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.83691,1.2373,-2.0835,0,KD9ZMJ,-108,8.0625,,,1002.4375,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-836,37.10132,-97.44032,387.88,20.89844,1.02734,0.03516,0,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.83691,1.2373,-2.0835,0,KD9ZMJ,-108,8.0625,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-903,37.10132,-97.44032,387.88,20.89844,1.01953,0.02344,-0.01953,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.83691,1.2373,-2.0835,0,KD9ZMJ,-108,8.0625,,,1002.375,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-50-968,37.10132,-97.44032,387.88,20.89844,1.02344,0.01953,-0.03516,,,,,1.54443,1.12207,-1.20959,1.375,-2.25,-0.625,-0.84094,1.23853,-2.08264,0,KD9ZMJ,-109,8.25,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-161,37.10132,-97.44032,387.88,20.89844,1.05469,0,-0.01953,,,,,1.54443,1.12207,-1.20959,1.375,-2.25,-0.625,-0.84094,1.23853,-2.08264,0,KD9ZMJ,-109,8.25,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-31,37.10132,-97.44032,387.88,20.89844,1.03516,0,-0.01563,,,,,1.54443,1.12207,-1.20959,1.375,-2.25,-0.625,-0.84094,1.23853,-2.08264,0,KD9ZMJ,-109,8.25,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-487,37.10132,-97.44032,387.88,20.91797,1.04297,0.02734,-0.04297,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.84338,1.23608,-2.07825,0,KD9ZMJ,-107,8.375,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-551,37.10132,-97.44032,387.88,20.91797,1.02344,0.01953,-0.05469,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.84338,1.23608,-2.07825,0,KD9ZMJ,-107,8.375,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-616,37.10132,-97.44032,387.88,20.91797,1.03906,0,-0.02734,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.84338,1.23608,-2.07825,0,KD9ZMJ,-107,8.375,,,1002.375,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-683,37.10132,-97.44032,387.88,20.91797,1.05078,0.01953,-0.02734,,,,,1.54443,1.12207,-1.20959,1.375,-2.75,-0.75,-0.84338,1.23608,-2.07825,0,KD9ZMJ,-107,8.375,,,1002.375,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-748,37.10132,-97.44032,387.88,20.89844,1.03906,-0.00391,0,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83447,1.23865,-2.08459,0,KD9ZMJ,-109,8.0625,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-812,37.10132,-97.44032,387.88,20.89844,1.01563,-0.00781,-0.05859,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83447,1.23865,-2.08459,0,KD9ZMJ,-109,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-877,37.10132,-97.44032,387.88,20.89844,1.03516,0,-0.05078,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83447,1.23865,-2.08459,0,KD9ZMJ,-109,8.0625,,,1002.375,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-943,37.10132,-97.44032,387.88,20.89844,1.03125,-0.02344,-0.05078,,,,,1.54443,1.12207,-1.20959,1.25,-2.5,-0.625,-0.83447,1.23865,-2.08459,0,KD9ZMJ,-109,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-51-96,37.10132,-97.44032,387.88,20.89844,1.03516,0.01172,0,,,,,1.54443,1.12207,-1.20959,1.375,-2.25,-0.625,-0.84094,1.23853,-2.08264,0,KD9ZMJ,-109,8.25,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-136,37.10132,-97.44032,387.88,20.91797,1.03906,0,-0.05469,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83984,1.23706,-2.07507,0,KD9ZMJ,-106,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-203,37.10132,-97.44032,387.88,20.91797,1.01172,0.02344,-0.03125,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83984,1.23706,-2.07507,0,KD9ZMJ,-106,8.0625,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-268,37.10132,-97.44032,387.88,20.9375,1.03906,0.01563,-0.02344,,,,,1.54443,1.12207,-1.20959,1.25,-2.625,-0.625,-0.83264,1.24084,-2.07581,0,KD9ZMJ,-109,8.1875,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-331,37.10132,-97.44032,387.88,20.9375,1.05859,0.01563,0,,,,,1.54443,1.12207,-1.20959,1.25,-2.625,-0.625,-0.83264,1.24084,-2.07581,0,KD9ZMJ,-109,8.1875,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-396,37.10132,-97.44032,387.88,20.9375,1.04297,0.01563,-0.01563,,,,,1.54443,1.12207,-1.20959,1.25,-2.625,-0.625,-0.83264,1.24084,-2.07581,0,KD9ZMJ,-109,8.1875,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-462,37.10132,-97.44032,387.88,20.9375,1.04688,0.03516,-0.01563,,,,,1.54443,1.12207,-1.20959,1.25,-2.625,-0.625,-0.83264,1.24084,-2.07581,0,KD9ZMJ,-109,8.1875,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-71,37.10132,-97.44032,387.88,20.91797,1.02734,0,-0.05469,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83984,1.23706,-2.07507,0,KD9ZMJ,-106,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-52-9,37.10132,-97.44032,387.88,20.91797,1.04688,0.01953,-0.02344,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.625,-0.83984,1.23706,-2.07507,0,KD9ZMJ,-106,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-307,37.10132,-97.44032,387.88,20.94922,1.03906,0.02344,-0.05469,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.8363,1.24097,-2.08545,0,KD9ZMJ,-111,8.1875,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-370,37.10132,-97.44032,387.88,20.94922,1.04297,0,-0.01953,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.8363,1.24097,-2.08545,0,KD9ZMJ,-111,8.1875,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-435,37.10132,-97.44032,387.88,20.94922,1.01563,0.00391,-0.03125,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.8363,1.24097,-2.08545,0,KD9ZMJ,-111,8.1875,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-500,37.10132,-97.44032,387.88,20.94922,1.04688,0.01953,-0.03906,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.8363,1.24097,-2.08545,0,KD9ZMJ,-111,8.1875,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-567,37.10132,-97.44032,387.88,20.95703,1.01953,0.03906,-0.02344,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.75,-0.83716,1.24023,-2.08008,0,KD9ZMJ,-111,8.125,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-631,37.10132,-97.44032,387.88,20.95703,1.01953,0.02734,-0.01172,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.75,-0.83716,1.24023,-2.08008,0,KD9ZMJ,-111,8.125,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-696,37.10132,-97.44032,387.88,20.95703,1.01172,0.00391,-0.03516,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.75,-0.83716,1.24023,-2.08008,0,KD9ZMJ,-111,8.125,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-763,37.10132,-97.44032,387.88,20.95703,1.03125,0.03516,-0.02344,,,,,1.54443,1.12207,-1.20959,1.25,-2.375,-0.75,-0.83716,1.24023,-2.08008,0,KD9ZMJ,-111,8.125,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-828,37.10132,-97.44032,387.88,20.94922,1.03125,0.00781,-0.01563,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.84058,1.24243,-2.07239,0,KD9ZMJ,-111,8.25,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-891,37.10132,-97.44032,387.88,20.94922,1.04297,0.01563,-0.02734,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.84058,1.24243,-2.07239,0,KD9ZMJ,-111,8.25,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-53-956,37.10132,-97.44032,387.88,20.94922,1.04688,0.00781,-0.03906,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.84058,1.24243,-2.07239,0,KD9ZMJ,-111,8.25,,,1002.375,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-21,37.10132,-97.44032,387.88,20.94922,1.04297,0.01172,-0.0625,,,,,1.54443,1.12207,-1.20959,1.375,-2.5,-0.625,-0.84058,1.24243,-2.07239,0,KD9ZMJ,-111,8.25,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-607,37.10132,-97.44032,387.88,20.95703,1.04688,-0.00781,-0.05469,,,,,1.54639,1.02332,-1.11157,1.375,-2.5,-0.75,-0.84094,1.23608,-2.07959,0,KD9ZMJ,-107,8.0625,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-671,37.10132,-97.44032,387.88,20.95703,1.03906,0.00781,-0.00781,,,,,1.54639,1.02332,-1.11157,1.375,-2.5,-0.75,-0.84094,1.23608,-2.07959,0,KD9ZMJ,-107,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-736,37.10132,-97.44032,387.88,20.95703,1.01953,0.01172,-0.01172,,,,,1.54675,1.02283,-1.11072,1.375,-2.5,-0.75,-0.84094,1.23608,-2.07959,0,KD9ZMJ,-107,8.0625,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-803,37.10132,-97.44032,387.88,20.95703,1.03125,0.02734,-0.04297,,,,,1.54675,1.02283,-1.11072,1.375,-2.5,-0.75,-0.84094,1.23608,-2.07959,0,KD9ZMJ,-107,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-868,37.10132,-97.44032,387.88,20.97656,1.02734,0.00781,-0.03516,,,,,1.54675,1.02283,-1.11072,1.25,-2.5,-0.625,-0.83801,1.24048,-2.07642,0,KD9ZMJ,-110,8.3125,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-932,37.10132,-97.44032,387.88,20.97656,1.03906,0.01953,-0.01172,,,,,1.54675,1.02283,-1.11072,1.25,-2.5,-0.625,-0.83801,1.24048,-2.07642,0,KD9ZMJ,-110,8.3125,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-54-997,37.10132,-97.44032,387.88,20.97656,1.03516,-0.00781,-0.06641,,,,,1.54675,1.02283,-1.11072,1.25,-2.5,-0.625,-0.83801,1.24048,-2.07642,0,KD9ZMJ,-110,8.3125,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-55-128,37.10132,-97.44032,387.88,20.96875,1.04688,-0.00391,-0.01172,,,,,1.54675,1.02283,-1.11072,1.375,-2.5,-0.625,-0.84241,1.23792,-2.0675,0,KD9ZMJ,-112,8.0625,,,1002.1875,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-55-191,37.10132,-97.44032,387.88,20.96875,1.02344,0.00391,-0.03906,,,,,1.54675,1.02283,-1.11072,1.375,-2.5,-0.625,-0.84241,1.23792,-2.0675,0,KD9ZMJ,-112,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-55-256,37.10132,-97.44032,387.88,20.96875,1.03516,0.01563,-0.03125,,,,,1.54675,1.02283,-1.11072,1.375,-2.5,-0.625,-0.84241,1.23792,-2.0675,0,KD9ZMJ,-112,8.0625,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-55-323,37.10132,-97.44032,387.88,20.96875,1.02734,0.01563,0,,,,,1.54675,1.02283,-1.11072,1.375,-2.5,-0.625,-0.84241,1.23792,-2.0675,0,KD9ZMJ,-112,8.0625,,,1002.25,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
2024-3-23--13-44-55-388,37.10132,-97.44032,387.88,20.98828,1.03516,0.00781,-0.03906,,,,,1.54675,1.02283,-1.11072,1.25,-2.5,-0.75,-0.84277,1.23523,-2.07422,0,KD9ZMJ,-112,8.375,,,1002.3125,0,1.48437,0.39062,0,260,0,0,0,0,0,0,0,0,0,0
