Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension,pressure
2022-10-29--13-09-32-870,0,0,0,-4.125,6.75,-9.625,0,0,0,41.49249,-89.50758,3037267,2869.85669,-33.738,-8.42154,2869.85669,-0.02734,0.95312,-0.49609,32.5,2875.27246,NOSIGN,12,-59,8.0625,434,0,734.5625
2022-10-29--13-09-32-966,0,0,0,-0.625,1.25,-21.5,0,0,0,41.49249,-89.50758,3037267,2869.85669,-33.738,-8.42154,2869.85669,-0.5625,0.49219,-0.59766,32.5,2869.94873,NOSIGN,12,-59,8.0625,434,0,735
2022-10-29--13-09-33-65,0,0,0,-3.625,1.375,-5.625,0,0,0,41.49249,-89.50758,3037267,2869.85669,-33.738,-8.42154,2869.85669,-0.37891,0.35156,-1.09375,32.5,2863.1084,NOSIGN,12,-59,8.0625,434,0,735.5625
2022-10-29--13-09-33-175,0,0,0,-1.75,0.875,-13.375,0,0,0,41.49251,-89.50756,3025549,2868.46289,-14.14367,10.58987,2868.46289,0.62109,0.35937,-0.71484,32.5,2873.75122,NOSIGN,12,-60,8.0625,434,0,734.6875
2022-10-29--13-09-33-274,0,0,0,-4.75,3.625,-1.125,0,0,0,41.49251,-89.50756,3025549,2868.46289,-14.14367,10.58987,2868.46289,1.14063,0.79687,-0.58203,32.5,2878.31616,NOSIGN,12,-60,8.0625,434,0,734.3125
2022-10-29--13-09-33-365,0,0,0,-2.875,2.625,-4.75,0,0,0,41.49251,-89.50756,3025549,2868.46289,-14.14367,10.58987,2868.46289,1.18359,0.26953,-0.32422,32.5,2870.70898,NOSIGN,12,-60,8.0625,434,0,734.9375
2022-10-29--13-09-33-445,0,0,0,-0.5,2.5,-22,0,0,0,41.49251,-89.50756,3025549,2868.46289,-14.14367,10.58987,2868.46289,1.09375,-0.35156,-0.35547,32.5,2867.66797,NOSIGN,12,-60,8.0625,434,0,735.1875
2022-10-29--13-09-33-579,0,0,0,-5.25,1.625,2.875,0,0,0,41.49253,-89.50754,3013518,2854.48779,-25.08128,-1.17212,2854.48779,0.80859,-0.62891,-0.12891,32.5,2856.27319,NOSIGN,12,-53,8.0625,434,0,736.125
2022-10-29--13-09-33-679,0,0,0,-3.875,1.75,-4.5,0,0,0,41.49253,-89.50754,3013518,2854.48779,-25.08128,-1.17212,2854.48779,0.69141,-0.82422,-0.16406,32.5,2851.71924,NOSIGN,12,-53,8.0625,434,0,736.5
2022-10-29--13-09-33-776,0,0,0,-6.75,6.75,5.875,0,0,0,41.49253,-89.50754,3013518,2854.48779,-25.08128,-1.17212,2854.48779,0.51172,-0.83984,-0.07031,32.5,2849.44336,NOSIGN,12,-53,8.0625,434,0,736.6875
2022-10-29--13-09-33-875,0,0,0,-3.875,2.875,-4.75,0,0,0,41.49253,-89.50754,3013518,2854.48779,-25.08128,-1.17212,2854.48779,0.60937,-0.67969,0.01172,32.5,2855.51392,NOSIGN,12,-53,8.0625,434,0,736.1875
2022-10-29--13-09-33-985,0,0,0,-6.25,4.75,1.625,0,0,0,41.49254,-89.50753,3001624,2844.02734,-26.01221,-3.04415,2844.02734,0.80859,-0.41797,-0.01172,32.5,2851.71924,NOSIGN,12,-67,8.0625,434,0,736.5
2022-10-29--13-09-34-84,0,0,0,-4.625,0.375,1.75,0,0,0,41.49254,-89.50753,3001624,2844.02734,-26.01221,-3.04415,2844.02734,0.86328,-0.1875,-0.04297,32.5,2847.92627,NOSIGN,12,-67,8.0625,434,0,736.8125
2022-10-29--13-09-34-176,0,0,0,-3.75,2.125,-5.5,0,0,0,41.49254,-89.50753,3001624,2844.02734,-26.01221,-3.04415,2844.02734,0.86719,-0.14453,-0.02734,32.5,2844.13477,NOSIGN,12,-67,8.0625,434,0,737.125
2022-10-29--13-09-34-260,0,0,0,-4.5,1.875,-4.5,0,0,0,41.49254,-89.50753,3001624,2844.02734,-26.01221,-3.04415,2844.02734,1.21875,-0.32422,-0.37891,32.5,2841.8606,NOSIGN,12,-67,8.0625,434,0,737.3125
2022-10-29--13-09-34-389,0,0,0,-4.375,1.625,-2.625,0,0,0,41.49255,-89.50752,2990246,2831.25073,-30.01055,-3.56759,2831.25073,0.88672,-0.44922,-0.23047,32.5,2835.04175,NOSIGN,12,-73,8,434,0,737.875
2022-10-29--13-09-34-468,0,0,0,-3,1.625,-9.25,0,0,0,41.49255,-89.50752,2990246,2831.25073,-30.01055,-3.56759,2831.25073,0.8125,-0.60937,-0.16406,32.5,2832.0127,NOSIGN,12,-73,8,434,0,738.125
2022-10-29--13-09-34-562,0,0,0,-0.25,0.75,-22.5,0,0,0,41.49255,-89.50752,2990246,2831.25073,-30.01055,-3.56759,2831.25073,0.96875,-0.95703,-0.70703,32.5,2825.95776,NOSIGN,12,-73,8,434,0,738.625
2022-10-29--13-09-34-660,0,0,0,-3.875,3.125,-5.125,0,0,0,41.49255,-89.50752,2990246,2831.25073,-30.01055,-3.56759,2831.25073,0.96875,-0.71094,-0.51562,32.5,2832.76978,NOSIGN,12,-73,8,434,0,738.0625
2022-10-29--13-09-35-197,0,0,0,-4.375,4,1.75,0,0,0,41.49258,-89.50748,2966532,2808.32202,-33.62244,-6.81806,2808.32202,1.26172,-0.14453,-0.32422,32.5,2816.12744,NOSIGN,12,-60,8.0625,434,0,739.4375
2022-10-29--13-09-35-296,0,0,0,-3.875,1.875,-4.125,0,0,0,41.49258,-89.50748,2966532,2808.32202,-33.62244,-6.81806,2808.32202,0.36328,-0.64062,0.03906,32.5,2799.51611,NOSIGN,12,-60,8.0625,434,0,740.8125
2022-10-29--13-09-35-394,0,0,0,-5.25,1.75,12,0,0,0,41.49258,-89.50748,2966532,2808.32202,-33.62244,-6.81806,2808.32202,-0.14063,-0.90625,-0.00781,32.5,2804.7981,NOSIGN,12,-60,8.0625,434,0,740.375
2022-10-29--13-09-35-493,0,0,0,-5,2.625,2,0,0,0,41.49258,-89.50748,2966532,2808.32202,-33.62244,-6.81806,2808.32202,-0.42969,-0.6875,-0.02344,32.5,2810.83862,NOSIGN,12,-60,8.0625,434,0,739.875
2022-10-29--13-09-35-601,0,0,0,-2,-3.625,-5.375,0,0,0,41.4926,-89.50745,2955008,2801.04126,-23.82365,3.36577,2801.04126,-0.64844,-0.61719,-0.23828,32.5,2810.0835,NOSIGN,12,-53,8,434,0,739.9375
2022-10-29--13-09-35-700,0,0,0,-6.125,7.75,-0.375,0,0,0,41.4926,-89.50745,2955008,2801.04126,-23.82365,3.36577,2801.04126,-0.60156,-0.42969,-0.03125,32.5,2805.55298,NOSIGN,12,-53,8,434,0,740.3125
2022-10-29--13-09-35-792,0,0,0,-3.5,1.625,-4.625,0,0,0,41.4926,-89.50745,2955008,2801.04126,-23.82365,3.36577,2801.04126,-0.64062,-0.38281,-0.03125,32.5,2804.04346,NOSIGN,12,-53,8,434,0,740.4375
2022-10-29--13-09-35-872,0,0,0,-1.875,-3.875,-10.75,0,0,0,41.4926,-89.50745,2955008,2801.04126,-23.82365,3.36577,2801.04126,-0.69141,-0.27344,-0.07422,32.5,2798.00757,NOSIGN,12,-53,8,434,0,740.9375
2022-10-29--13-09-36-6,0,0,0,-5.125,8.875,-2.5,0,0,0,41.49263,-89.50742,2944446,2796.05078,-15.43203,9.83548,2796.05078,-0.78906,-0.16797,-0.31641,32.5,2797.25317,NOSIGN,12,-62,8,434,0,741
2022-10-29--13-09-36-105,0,0,0,-3.875,1.625,-3.375,0,0,0,41.49263,-89.50742,2944446,2796.05078,-15.43203,9.83548,2796.05078,-0.76562,-0.08203,-0.10938,32.5,2799.51611,NOSIGN,12,-62,8,434,0,740.8125
2022-10-29--13-09-36-202,0,0,0,-4,-0.875,2.75,0,0,0,41.49263,-89.50742,2944446,2796.05078,-15.43203,9.83548,2796.05078,-0.73047,0.25,-0.04297,32.5,2798.76172,NOSIGN,12,-62,8,434,0,740.875
2022-10-29--13-09-36-300,0,0,0,-2.25,2.25,-12.75,0,0,0,41.49263,-89.50742,2944446,2796.05078,-15.43203,9.83548,2796.05078,-0.80859,0.4375,-0.09766,32.5,2795.74512,NOSIGN,12,-62,8,434,0,741.125
2022-10-29--13-09-36-410,0,0,0,-3.375,-4.875,1.25,0,0,0,41.49266,-89.50741,2934433,2781.46289,-27.4498,-5.36969,2781.46289,-0.67578,0.54297,0.01563,32.5,2786.70093,NOSIGN,12,-60,8.0625,434,0,741.875
2022-10-29--13-09-36-509,0,0,0,-5.875,1.375,1.625,0,0,0,41.49266,-89.50741,2934433,2781.46289,-27.4498,-5.36969,2781.46289,-0.69922,0.62109,-0.04297,32.5,2785.19458,NOSIGN,12,-60,8.0625,434,0,742
2022-10-29--13-09-36-601,0,0,0,-3.75,2.125,-5.25,0,0,0,41.49266,-89.50741,2934433,2781.46289,-27.4498,-5.36969,2781.46289,-0.78906,0.69531,-0.26172,32.5,2782.9353,NOSIGN,12,-60,8.0625,434,0,742.1875
2022-10-29--13-09-36-680,0,0,0,-4.375,2.875,0.25,0,0,0,41.49266,-89.50741,2934433,2781.46289,-27.4498,-5.36969,2781.46289,-0.71484,0.29687,-0.03906,32.5,2777.66626,NOSIGN,12,-60,8.0625,434,0,742.625
2022-10-29--13-09-36-814,0,0,0,-5.25,1,6.75,0,0,0,41.49268,-89.50738,2923143,2764.87256,-40.2822,-15.72083,2764.87256,-0.86328,0.21875,-0.17578,32.5,2775.40894,NOSIGN,12,-58,8.0625,434,0,742.8125
2022-10-29--13-09-36-893,0,0,0,-2.75,0.375,-7.625,0,0,0,41.49268,-89.50738,2923143,2764.87256,-40.2822,-15.72083,2764.87256,-0.98828,0.25,-0.1875,32.5,2773.1521,NOSIGN,12,-58,8.0625,434,0,743
2022-10-29--13-09-36-992,0,0,0,-3.875,3.5,-5.5,0,0,0,41.49268,-89.50738,2923143,2764.87256,-40.2822,-15.72083,2764.87256,-0.76562,0.26953,0.02734,32.5,2770.896,NOSIGN,12,-58,8.0625,434,0,743.1875
2022-10-29--13-09-37-83,0,0,0,-3.375,-3,-2.25,0,0,0,41.49268,-89.50738,2923143,2764.87256,-40.2822,-15.72083,2764.87256,-0.90234,0.64844,-0.03125,32.5,2762.62842,NOSIGN,12,-58,8.0625,434,0,743.875
2022-10-29--13-09-37-218,0,0,0,-3.75,2,-5.5,0,0,0,41.49271,-89.50736,2911538,2746.104,-43.84226,-10.0698,2746.104,-0.39844,0.91016,-0.05859,32.5,2751.3667,NOSIGN,12,-57,8,434,0,744.8125
2022-10-29--13-09-37-317,0,0,0,-6.375,3.875,9.25,0,0,0,41.49271,-89.50736,2911538,2746.104,-43.84226,-10.0698,2746.104,-0.26172,0.99219,-0.08984,32.5,2747.61572,NOSIGN,12,-57,8,434,0,745.125
2022-10-29--13-09-37-409,0,0,0,-2.625,0,-6.5,0,0,0,41.49271,-89.50736,2911538,2746.104,-43.84226,-10.0698,2746.104,-0.48828,0.94531,-0.05469,32.5,2750.61621,NOSIGN,12,-57,8,434,0,744.875
2022-10-29--13-09-37-489,0,0,0,-3.75,2.25,-5.75,0,0,0,41.49271,-89.50736,2911538,2746.104,-43.84226,-10.0698,2746.104,-0.67578,0.78516,0,32.5,2752.86743,NOSIGN,12,-57,8,434,0,744.6875
2022-10-29--13-09-37-622,0,0,0,-0.75,3,-20,0,0,0,41.49273,-89.50735,2899797,2754.87988,1.14573,35.53737,2755.07642,-0.90625,0.28516,-0.00391,32.5,2752.86743,NOSIGN,12,-57,8,434,0,744.6875
2022-10-29--13-09-37-701,0,0,0,-3.375,2,-5.75,0,0,0,41.49273,-89.50735,2899797,2754.87988,1.14573,35.53737,2755.07642,-0.76953,0.15234,0.01172,32.5,2756.62036,NOSIGN,12,-57,8,434,0,744.375
2022-10-29--13-09-37-791,0,0,0,-6.125,6.75,7,0,0,0,41.49273,-89.50735,2899797,2754.87988,1.14573,35.53737,2755.07642,-0.77344,0.18359,0.05078,32.5,2760.375,NOSIGN,12,-57,8,434,0,744.0625
2022-10-29--13-09-37-871,0,0,0,-4.875,-2.25,5.125,0,0,0,41.49273,-89.50735,2899797,2754.87988,1.14573,35.53737,2755.07642,-0.70312,0.30859,0.10156,32.5,2756.62036,NOSIGN,12,-57,8,434,0,744.375
2022-10-29--13-09-38-521,0,0,0,-4.125,3.75,-6.375,0,0,0,41.49275,-89.50732,2888164,2751.56738,-0.76018,15.56041,2751.56738,-0.72656,0.38672,0.09766,32.5,2755.86963,NOSIGN,12,-60,6.875,434,0,744.4375
2022-10-29--13-09-38-522,0,0,0,-3.75,2.75,-4.5,0,0,0,41.49275,-89.50732,2888164,2751.56738,-0.76018,15.56041,2751.56738,-0.74609,0.29297,0.125,32.5,2757.37109,NOSIGN,12,-60,6.875,434,0,744.3125
2022-10-29--13-09-38-522,0,0,0,-2.875,-1.375,-13.5,0,0,0,41.49275,-89.50732,2888164,2751.56738,-0.76018,15.56041,2751.56738,-0.72266,0.14844,0.19531,32.5,2753.61792,NOSIGN,12,-60,6.875,434,0,744.625
2022-10-29--13-09-38-531,0,0,0,-3.375,1.125,-5.625,0,0,0,41.49275,-89.50732,2888164,2751.56738,-0.76018,15.56041,2751.56738,-0.67969,0.19922,0.19141,32.5,2745.36621,NOSIGN,12,-60,6.875,434,0,745.3125
2022-10-29--13-09-38-531,0,0,0,-2.5,8,-14.125,0,0,0,41.49278,-89.5073,2876361,2735.95288,-23.66721,-10.00069,2735.95288,-0.53125,0.70312,0.16016,32.5,2734.875,NOSIGN,12,-66,8.0625,434,0,746.1875
2022-10-29--13-09-38-534,0,0,0,-2.375,1.5,-16.625,0,0,0,41.49278,-89.5073,2876361,2735.95288,-23.66721,-10.00069,2735.95288,-0.60156,0.90625,0.15234,32.5,2728.8855,NOSIGN,12,-66,8.0625,434,0,746.6875
2022-10-29--13-09-38-621,0,0,0,-5.5,1.5,7.375,0,0,0,41.49278,-89.5073,2876361,2735.95288,-23.66721,-10.00069,2735.95288,-0.8125,0.90625,0,32.5,2739.36963,NOSIGN,12,-66,8.0625,434,0,745.8125
2022-10-29--13-09-38-705,0,0,0,-3.75,1.875,-7.5,0,0,0,41.49278,-89.5073,2876361,2735.95288,-23.66721,-10.00069,2735.95288,-1.20703,0.73437,-0.28906,32.5,2733.3772,NOSIGN,12,-66,8.0625,434,0,746.3125
2022-10-29--13-09-38-835,0,0,0,-4.375,2.5,-2.5,0,0,0,41.49282,-89.50727,2864415,2692.14453,-85.97819,-61.86937,2692.14453,-0.84766,0.32812,-0.04687,32.5,2710.94116,NOSIGN,12,-74,8,434,0,748.1875
2022-10-29--13-09-38-915,0,0,0,-3.875,2.5,-5.25,0,0,0,41.49282,-89.50727,2864415,2692.14453,-85.97819,-61.86937,2692.14453,-1.14063,0.13281,-0.55078,32.5,2710.94116,NOSIGN,12,-74,8,434,0,748.1875
2022-10-29--13-09-39-8,0,0,0,-4.5,6.25,-3.375,0,0,0,41.49282,-89.50727,2864415,2692.14453,-85.97819,-61.86937,2692.14453,-0.95703,0.1875,-1.03125,32.5,2697.50659,NOSIGN,12,-74,8,434,0,749.3125
2022-10-29--13-09-39-107,0,0,0,-4.75,2.625,-2.875,0,0,0,41.49282,-89.50727,2864415,2692.14453,-85.97819,-61.86937,2692.14453,-0.32422,0.05078,-1.57031,32.5,2687.81641,NOSIGN,12,-74,8,434,0,750.125
2022-10-29--13-09-39-244,0,0,0,-4.5,5.5,-5.5,0,0,0,41.49286,-89.50723,2846581,2671.41602,-76.38996,-28.96557,2671.41602,0.04687,-0.67578,-0.5625,32.5,2685.58154,NOSIGN,12,-75,8,434,0,750.3125
2022-10-29--13-09-39-343,0,0,0,-3,-4.875,-6.5,0,0,0,41.49286,-89.50723,2846581,2671.41602,-76.38996,-28.96557,2671.41602,-0.08984,-0.57031,-0.26562,32.5,2684.09204,NOSIGN,12,-75,8,434,0,750.4375
2022-10-29--13-09-39-435,0,0,0,-3.5,2,-5.25,0,0,0,41.49286,-89.50723,2846581,2671.41602,-76.38996,-28.96557,2671.41602,-0.07031,-0.82422,-1.44141,32.5,2680.36938,NOSIGN,12,-75,8,434,0,750.75
2022-10-29--13-09-39-523,0,0,0,-4.75,1.125,-4.375,0,0,0,41.49286,-89.50723,2846581,2671.41602,-76.38996,-28.96557,2671.41602,-0.71094,-0.59375,-0.96094,32.5,2682.60278,NOSIGN,12,-75,8,434,0,750.5625
2022-10-29--13-09-39-651,0,0,0,-4.875,3.75,0.875,0,0,0,41.49289,-89.50721,2834801,2674.80078,-19.1016,33.78057,2674.80078,-0.23437,-0.9375,-0.59375,32.5,2679.625,NOSIGN,12,-60,8,434,0,750.8125
2022-10-29--13-09-39-728,0,0,0,-1.5,0.375,-17.75,0,0,0,41.49289,-89.50721,2834801,2674.80078,-19.1016,33.78057,2674.80078,-0.60937,-0.83203,-0.13672,32.5,2682.60278,NOSIGN,12,-60,8,434,0,750.5625
2022-10-29--13-09-39-841,0,0,0,-3.5,2.25,-7.875,0,0,0,41.49289,-89.50721,2834801,2674.80078,-19.1016,33.78057,2674.80078,-0.94531,-0.72266,-0.68359,32.5,2681.11377,NOSIGN,12,-60,8,434,0,750.6875
2022-10-29--13-09-39-924,0,0,0,-0.625,-0.875,-16.625,0,0,0,41.49289,-89.50721,2834801,2674.80078,-19.1016,33.78057,2674.80078,-0.85937,-0.21875,0,32.5,2681.8584,NOSIGN,12,-60,8,434,0,750.625
2022-10-29--13-09-40-52,0,0,0,-4.25,3,-4,0,0,0,41.49291,-89.50718,2823754,2665.88672,-14.15594,25.83035,2665.88672,-0.59375,0.70703,-0.12109,32.5,2666.98071,NOSIGN,12,-58,8.0625,434,0,751.875
2022-10-29--13-09-40-132,0,0,0,-3.625,2.25,-6.125,0,0,0,41.49291,-89.50718,2823754,2665.88672,-14.15594,25.83035,2665.88672,-0.02344,0.88281,-0.19141,32.5,2663.26514,NOSIGN,12,-58,8.0625,434,0,752.1875
2022-10-29--13-09-40-219,0,0,0,-3.25,-5.25,-5.125,0,0,0,41.49291,-89.50718,2823754,2665.88672,-14.15594,25.83035,2665.88672,0.25,0.92187,-0.15234,32.5,2664.75122,NOSIGN,12,-58,8.0625,434,0,752.0625
2022-10-29--13-09-40-299,0,0,0,-2.75,-1.625,-8.375,0,0,0,41.49291,-89.50718,2823754,2665.88672,-14.15594,25.83035,2665.88672,0.55078,0.85156,-0.00391,32.5,2662.52222,NOSIGN,12,-58,8.0625,434,0,752.25
2022-10-29--13-09-40-457,0,0,0,-3.625,2.25,-6,0,0,0,41.49294,-89.50716,2812374,2656.47168,-11.06509,20.48059,2656.47168,0.55859,0.85937,-0.02344,32.5,2660.2937,NOSIGN,12,-87,8,434,0,752.4375
2022-10-29--13-09-40-555,0,0,0,-3.625,2,-5.375,0,0,0,41.49294,-89.50716,2812374,2656.47168,-11.06509,20.48059,2656.47168,0.32031,0.90234,-0.09766,32.5,2650.6438,NOSIGN,12,-87,8,434,0,753.25
2022-10-29--13-09-40-652,0,0,0,-4.25,8.25,-5.125,0,0,0,41.49294,-89.50716,2812374,2656.47168,-11.06509,20.48059,2656.47168,-0.10938,0.92578,-0.10156,32.5,2649.15991,NOSIGN,12,-87,8,434,0,753.375
2022-10-29--13-09-40-751,0,0,0,-3.75,2.25,-5,0,0,0,41.49294,-89.50716,2812374,2656.47168,-11.06509,20.48059,2656.47168,-0.58594,0.83594,-0.08203,32.5,2658.06592,NOSIGN,12,-87,8,434,0,752.625
2022-10-29--13-09-40-860,0,0,0,-4.875,4.5,-1.875,0,0,0,41.49297,-89.50713,2801406,2648.53149,-11.99366,13.11636,2648.53149,-0.875,0.19141,-0.05469,32.5,2649.90186,NOSIGN,12,-69,7.8125,434,0,753.3125
2022-10-29--13-09-40-959,0,0,0,-4.625,2.25,-1.375,0,0,0,41.49297,-89.50713,2801406,2648.53149,-11.99366,13.11636,2648.53149,-0.80859,-0.07813,0.00391,32.5,2646.19336,NOSIGN,12,-69,7.8125,434,0,753.625
2022-10-29--13-09-41-51,0,0,0,-1.75,3,-20.5,0,0,0,41.49297,-89.50713,2801406,2648.53149,-11.99366,13.11636,2648.53149,-0.91016,-0.13281,-0.10156,32.5,2643.96899,NOSIGN,12,-69,7.8125,434,0,753.8125
2022-10-29--13-09-41-131,0,0,0,-0.75,1.75,-24.375,0,0,0,41.49297,-89.50713,2801406,2648.53149,-11.99366,13.11636,2648.53149,-1.05078,-0.17969,-0.01953,32.5,2649.15991,NOSIGN,12,-69,7.8125,434,0,753.375
2022-10-29--13-09-41-264,0,0,0,-3.5,2.25,-8.625,0,0,0,41.493,-89.50712,2790564,2642.6875,-13.51716,3.00239,2642.6875,-1.10547,0.16797,-0.17578,32.5,2652.86963,NOSIGN,12,-64,8,434,0,753.0625
2022-10-29--13-09-41-364,0,0,0,-3.75,2.25,-5.125,0,0,0,41.493,-89.50712,2790564,2642.6875,-13.51716,3.00239,2642.6875,-0.89453,0.60547,-0.09766,32.5,2653.61182,NOSIGN,12,-64,8,434,0,753
2022-10-29--13-09-41-460,0,0,0,-2.75,-2.75,-8.875,0,0,0,41.493,-89.50712,2790564,2642.6875,-13.51716,3.00239,2642.6875,-1.01953,0.73828,-0.14453,32.5,2647.67651,NOSIGN,12,-64,8,434,0,753.5
2022-10-29--13-09-41-559,0,0,0,-3.75,1.625,-4.125,0,0,0,41.493,-89.50712,2790564,2642.6875,-13.51716,3.00239,2642.6875,-0.74219,0.77734,-0.02344,32.5,2633.59619,NOSIGN,12,-64,8,434,0,754.6875
2022-10-29--13-09-42-73,0,0,0,-3.875,3.125,-13,0,0,0,41.49305,-89.50706,2768065,2621.48657,-25.26454,-6.01205,2621.48657,-0.57422,0.39062,0.25,32.5,2621.7561,NOSIGN,12,-69,8,434,0,755.6875
2022-10-29--13-09-42-152,0,0,0,-3.625,2.125,-6.25,0,0,0,41.49305,-89.50706,2768065,2621.48657,-25.26454,-6.01205,2621.48657,-0.43359,0.85547,0.38672,32.5,2621.0166,NOSIGN,12,-69,8,434,0,755.75
2022-10-29--13-09-42-250,0,0,0,-6.875,4.25,12.25,0,0,0,41.49305,-89.50706,2768065,2621.48657,-25.26454,-6.01205,2621.48657,-0.60937,0.94922,0.07813,32.5,2627.67407,NOSIGN,12,-69,8,434,0,755.1875
2022-10-29--13-09-42-341,0,0,0,-3,1.75,-9.625,0,0,0,41.49305,-89.50706,2768065,2621.48657,-25.26454,-6.01205,2621.48657,-0.80078,0.69922,0.00781,32.5,2632.11523,NOSIGN,12,-69,8,434,0,754.8125
2022-10-29--13-09-42-477,0,0,0,-1.25,0.5,-19,0,0,0,41.49308,-89.50704,2756709,2584.24048,-76.8508,-50.95691,2584.24048,-0.97266,0.55078,-0.13281,32.5,2603.28711,NOSIGN,12,-66,8,434,0,757.25
2022-10-29--13-09-42-576,0,0,0,-5.5,9.25,-1.625,0,0,0,41.49308,-89.50704,2756709,2584.24048,-76.8508,-50.95691,2584.24048,-1.11719,0.82422,-0.46875,32.5,2592.22412,NOSIGN,12,-66,8,434,0,758.1875
2022-10-29--13-09-42-668,0,0,0,-3.5,1.875,-6.125,0,0,0,41.49308,-89.50704,2756709,2584.24048,-76.8508,-50.95691,2584.24048,-0.54297,0.29297,-0.27344,32.5,2584.12012,NOSIGN,12,-66,8,434,0,758.875
2022-10-29--13-09-42-748,0,0,0,-6.625,6.75,4.75,0,0,0,41.49308,-89.50704,2756709,2584.24048,-76.8508,-50.95691,2584.24048,0.14063,0.04687,-2.37109,32.5,2580.43872,NOSIGN,12,-66,8,434,0,759.1875
2022-10-29--13-09-42-885,0,0,0,-2.625,1.375,-6.875,0,0,0,41.4931,-89.50701,2745242,2565.74536,-61.54972,-15.14334,2565.74536,0.12109,-0.46875,-0.42187,32.5,2578.23071,NOSIGN,12,-59,8,434,0,759.375
2022-10-29--13-09-42-964,0,0,0,-3.5,1,-9.875,0,0,0,41.4931,-89.50701,2745242,2565.74536,-61.54972,-15.14334,2565.74536,0.60937,-0.49609,-0.27734,32.5,2576.75903,NOSIGN,12,-59,8,434,0,759.5
2022-10-29--13-09-43-53,0,0,0,-3,-2,-7.625,0,0,0,41.4931,-89.50701,2745242,2565.74536,-61.54972,-15.14334,2565.74536,0.48828,-0.81641,-0.76953,32.5,2576.75903,NOSIGN,12,-59,8,434,0,759.5
2022-10-29--13-09-43-134,0,0,0,-3.5,1.25,-6.625,0,0,0,41.4931,-89.50701,2745242,2565.74536,-61.54972,-15.14334,2565.74536,0.44922,-0.72266,-0.60547,32.5,2573.81616,NOSIGN,12,-59,8,434,0,759.75
2022-10-29--13-09-43-289,0,0,0,-6.125,4.75,5.875,0,0,0,41.49313,-89.50699,2733831,2575.58301,-4.4234,41.82882,2575.58301,0.41016,-0.8125,-0.55469,32.5,2573.08057,NOSIGN,12,-61,6.9375,434,0,759.8125
2022-10-29--13-09-43-388,0,0,0,-3,5.875,-10.375,0,0,0,41.49313,-89.50699,2733831,2575.58301,-4.4234,41.82882,2575.58301,0.88672,-0.80859,-0.73437,32.5,2587.80273,NOSIGN,12,-61,6.9375,434,0,758.5625
2022-10-29--13-09-43-488,0,0,0,-4,0.375,-4.75,0,0,0,41.49313,-89.50699,2733831,2575.58301,-4.4234,41.82882,2575.58301,1.33984,-0.25391,-0.32422,32.5,2587.80273,NOSIGN,12,-61,6.9375,434,0,758.5625
2022-10-29--13-09-43-587,0,0,0,-2.75,-3.25,-8.875,0,0,0,41.49313,-89.50699,2733831,2575.58301,-4.4234,41.82882,2575.58301,0.98047,0.39062,-0.07031,32.5,2581.1748,NOSIGN,12,-61,6.9375,434,0,759.125
2022-10-29--13-09-43-693,0,0,0,-4,2.25,-5.875,0,0,0,41.49316,-89.50697,2722266,2579.22705,14.34052,39.76374,2591.16089,0.80859,0.58203,-0.00391,32.5,2576.75903,NOSIGN,12,-63,8.0625,434,0,759.5
2022-10-29--13-09-43-792,0,0,0,-1.5,-2.125,-14.25,0,0,0,41.49316,-89.50697,2722266,2579.22705,14.34052,39.76374,2591.16089,0.82812,0.32812,0.05078,32.5,2582.64722,NOSIGN,12,-63,8.0625,434,0,759
2022-10-29--13-09-43-884,0,0,0,-3.625,3.25,-5.25,0,0,0,41.49316,-89.50697,2722266,2579.22705,14.34052,39.76374,2591.16089,0.85156,-0.05469,0.03906,32.5,2580.43872,NOSIGN,12,-63,8.0625,434,0,759.1875
2022-10-29--13-09-43-964,0,0,0,-4,1.875,-5.625,0,0,0,41.49316,-89.50697,2722266,2579.22705,14.34052,39.76374,2591.16089,0.875,-0.23437,0.08203,32.5,2572.34521,NOSIGN,12,-63,8.0625,434,0,759.875
2022-10-29--13-09-44-98,0,0,0,-3.375,4.375,-13.75,0,0,0,41.49318,-89.50694,2710882,2558.46924,-20.81998,-3.80061,2558.46924,0.80859,-0.46875,0.12891,32.5,2556.91431,NOSIGN,12,-65,8.0625,434,0,761.1875
2022-10-29--13-09-44-197,0,0,0,-4.75,3.625,0.875,0,0,0,41.49318,-89.50694,2710882,2558.46924,-20.81998,-3.80061,2558.46924,0.36719,-0.85547,0.14844,32.5,2551.04272,NOSIGN,12,-65,8.0625,434,0,761.6875
2022-10-29--13-09-44-294,0,0,0,-3.5,1.75,-7,0,0,0,41.49318,-89.50694,2710882,2558.46924,-20.81998,-3.80061,2558.46924,0.53906,-1.125,0.19141,32.5,2553.24414,NOSIGN,12,-65,8.0625,434,0,761.5
