Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension,pressure
2022-10-29--13-08-13-298,0,0,0,-3.375,-3.5,-2.125,0,0,0,41.48766,-89.50626,181285,-111.89503,0.19499,-0.00902,-111.98368,0.09375,0.09766,1.05859,33,-112.14475,NOSIGN,1,-70,8.0625,434,0,1025.9375
2022-10-29--13-08-13-408,0,0,0,-3.625,3,-7.375,0,0,0,41.48766,-89.50626,181254,-111.87153,0.20413,-0.02335,-111.95744,0.09375,0.09766,1.05078,33,-112.14475,NOSIGN,1,-70,8.0625,434,0,1025.9375
2022-10-29--13-08-13-508,0,0,0,-3.75,1.875,-3.5,0,0,0,41.48766,-89.50626,181254,-111.87153,0.20413,-0.02335,-111.95744,0.08594,0.09766,1.05078,33,-112.14475,NOSIGN,1,-70,8.0625,434,0,1025.9375
2022-10-29--13-08-13-599,0,0,0,-0.25,1.375,-17.5,0,0,0,41.48766,-89.50626,181254,-111.87153,0.20413,-0.02335,-111.95744,0.08594,0.10547,1.05859,33,-112.14475,NOSIGN,1,-70,8.0625,434,0,1025.9375
2022-10-29--13-08-13-679,0,0,0,-3.5,-0.375,-4.75,0,0,0,41.48766,-89.50626,181254,-111.87153,0.20413,-0.02335,-111.95744,0.08594,0.10938,1.05078,33,-112.14475,NOSIGN,1,-70,8.0625,434,0,1025.9375
2022-10-29--13-08-13-812,0,0,0,-3.625,2,-4.375,0,0,0,41.48766,-89.50626,181212,-111.85047,0.20802,0.08043,-111.93521,0.08984,0.125,1.05078,33,-112.14475,NOSIGN,1,-70,8,434,0,1025.9375
2022-10-29--13-08-13-911,0,0,0,-3.25,4.5,-13,0,0,0,41.48766,-89.50626,181212,-111.85047,0.20802,0.08043,-111.93521,0.07813,0.12109,1.05078,33,-112.14475,NOSIGN,1,-70,8,434,0,1025.9375
2022-10-29--13-08-14-8,0,0,0,-4.625,6.125,-0.25,0,0,0,41.48766,-89.50626,181212,-111.85047,0.20802,0.08043,-111.93521,0.08203,0.12109,1.05469,33,-111.59914,NOSIGN,1,-70,8,434,0,1025.875
2022-10-29--13-08-14-107,0,0,0,-3.875,1.5,-3.875,0,0,0,41.48766,-89.50626,181212,-111.85047,0.20802,0.08043,-111.93521,0.08984,0.12109,1.0625,33,-112.14475,NOSIGN,1,-70,8,434,0,1025.9375
2022-10-29--13-08-14-216,0,0,0,-3.75,5.5,-5.875,0,0,0,41.48766,-89.50626,181236,-111.58022,7.5485,113.27556,-107.87829,0.08984,0.10156,1.05078,33,-112.14475,NOSIGN,2,-58,8,434,0,1025.9375
2022-10-29--13-08-14-315,0,0,0,-3.75,1.875,-5.125,0,0,0,41.48766,-89.50626,181236,-111.58022,7.5485,113.27556,-107.87829,0.08594,0.09375,1.05469,33,-112.14475,NOSIGN,2,-58,8,434,0,1025.9375
2022-10-29--13-08-14-406,0,0,0,-0.875,0.5,-21.75,0,0,0,41.48766,-89.50626,181236,-111.58022,7.5485,113.27556,-107.87829,0.08984,0.10156,1.05078,33,-112.14475,NOSIGN,2,-58,8,434,0,1025.9375
2022-10-29--13-08-14-486,0,0,0,-5,-2.375,5.25,0,0,0,41.48766,-89.50626,181236,-111.58022,7.5485,113.27556,-107.87829,-0.4375,-0.25391,12.01953,33,-114.32691,NOSIGN,2,-58,8,434,0,1026.1875
2022-10-29--13-08-14-622,0,0,0,-4,2.125,-3.625,0,0,0,41.48766,-89.50626,181238,-95.42393,68.25832,145.57515,142.30238,-1.36328,0.10547,14.53906,33,-109.41631,NOSIGN,3,-46,8,434,0,1025.625
2022-10-29--13-08-14-721,0,0,0,-3.125,-4.625,-0.5,0,0,0,41.48766,-89.50626,181238,-95.42393,68.25832,145.57515,142.30238,2.14062,0.875,15.09766,33,-108.87053,NOSIGN,3,-46,8,434,0,1025.5625
2022-10-29--13-08-14-817,0,0,0,-3.625,-3.875,2.5,0,0,0,41.48766,-89.50626,181238,-95.42393,68.25832,145.57515,142.30238,-0.92578,-0.98828,15.75,33,-106.14108,NOSIGN,3,-46,8,434,0,1025.25
2022-10-29--13-08-14-922,0,0,0,-3.625,2.5,-5.625,0,0,0,41.48766,-89.50626,181238,-95.42393,68.25832,145.57515,142.30238,0.71875,0.46484,15.73047,33,-99.04064,NOSIGN,3,-46,8,434,0,1024.4375
2022-10-29--13-08-15-27,0,0,0,-4,0.375,-3.875,0,0,0,41.48767,-89.50626,181433,-58.66497,124.36773,146.94966,677.85822,-0.14844,0.74219,15.92187,33,-88.65295,NOSIGN,3,-50,8.0625,434,0,1023.25
2022-10-29--13-08-15-105,0,0,0,-3.625,1.5,-5,0,0,0,41.48767,-89.50626,181433,-58.66497,124.36773,146.94966,677.85822,-0.09375,0.53906,15.9375,33,-82.08607,NOSIGN,3,-50,8.0625,434,0,1022.5
2022-10-29--13-08-15-193,0,0,0,-2.25,2.5,-12.5,0,0,0,41.48767,-89.50626,181433,-58.66497,124.36773,146.94966,677.85822,-0.11328,0.48047,15.98047,33,-71.67868,NOSIGN,3,-50,8.0625,434,0,1021.3125
2022-10-29--13-08-15-273,0,0,0,-2.5,2.25,-14.625,0,0,0,41.48767,-89.50626,181433,-58.66497,124.36773,146.94966,677.85822,0.07813,0.30859,15.99219,33,-59.61288,NOSIGN,3,-50,8.0625,434,0,1019.9375
2022-10-29--13-08-15-432,0,0,0,-4,2.375,-5.25,0,0,0,41.48768,-89.50626,181770,12.13574,189.43515,148.32713,1566.01184,0.02344,0.35937,16.09375,33,-42.03356,NOSIGN,3,-45,8,434,0,1017.9375
2022-10-29--13-08-15-531,0,0,0,-5.5,0.875,7.875,0,0,0,41.48768,-89.50626,181770,12.13574,189.43515,148.32713,1566.01184,-0.12891,0.375,16.16016,33,-17.25411,NOSIGN,3,-45,8,434,0,1015.125
2022-10-29--13-08-15-629,0,0,0,-4.625,4.25,-2,0,0,0,41.48768,-89.50626,181770,12.13574,189.43515,148.32713,1566.01184,-0.22266,0.24219,16.19922,33,-5.11472,NOSIGN,3,-45,8,434,0,1013.75
2022-10-29--13-08-15-728,0,0,0,-3.75,0.875,-4.125,0,0,0,41.48768,-89.50626,181770,12.13574,189.43515,148.32713,1566.01184,-0.30469,0.23047,16.14844,33,13.12528,NOSIGN,3,-45,8,434,0,1011.6875
2022-10-29--13-08-15-838,0,0,0,-2.875,2,-8.625,0,0,0,41.4877,-89.50626,182057,101.37042,247.30873,147.37767,2510.69653,-0.78906,-0.07422,16.13672,33,108.80045,NOSIGN,3,-54,8.0625,434,0,1000.9375
2022-10-29--13-08-15-937,0,0,0,-5.875,1,5.5,0,0,0,41.4877,-89.50626,182057,101.37042,247.30873,147.37767,2510.69653,-1.22656,-0.40625,16.20313,33,148.03255,NOSIGN,3,-54,8.0625,434,0,996.5625
2022-10-29--13-08-16-31,0,0,0,-4.625,4.625,-4.875,0,0,0,41.4877,-89.50626,182057,101.37042,247.30873,147.37767,2510.69653,-1.26953,-0.32031,16.19922,33,100.97461,NOSIGN,3,-54,8.0625,434,0,1001.8125
2022-10-29--13-08-16-110,0,0,0,-4.375,-1,-2.375,0,0,0,41.4877,-89.50626,182057,101.37042,247.30873,147.37767,2510.69653,-0.53906,-0.41016,16.05859,33,79.76746,NOSIGN,3,-54,8.0625,434,0,1004.1875
2022-10-29--13-08-16-244,0,0,0,-3.75,-3,-14.625,0,0,0,41.48772,-89.50626,182405,221.2907,310.9975,145.40215,3641.08301,-0.74609,-0.62891,16.06641,33,104.88667,NOSIGN,3,-48,8,434,0,1001.375
2022-10-29--13-08-16-342,0,0,0,-6.875,-4.375,13.75,0,0,0,41.48772,-89.50626,182405,221.2907,310.9975,145.40215,3641.08301,-0.57422,0.44531,15.98047,33,155.33746,NOSIGN,3,-48,8,434,0,995.75
2022-10-29--13-08-16-439,0,0,0,-4,5.25,-4.5,0,0,0,41.48772,-89.50626,182405,221.2907,310.9975,145.40215,3641.08301,-0.07422,0.52344,16.00781,33,158.14864,NOSIGN,3,-48,8,434,0,995.4375
2022-10-29--13-08-16-539,0,0,0,-3.25,1.375,-16,0,0,0,41.48772,-89.50626,182405,221.2907,310.9975,145.40215,3641.08301,-0.11719,0.41406,15.99609,33,166.02461,NOSIGN,3,-48,8,434,0,994.5625
2022-10-29--13-08-16-650,0,0,0,-4.125,4.75,-5.125,0,0,0,41.48774,-89.50626,182766,342.97015,362.90808,129.09023,4543.19727,-0.33203,0.625,15.6875,33,174.47086,NOSIGN,3,-47,8,434,0,993.625
2022-10-29--13-08-16-748,0,0,0,-4.25,5,-4.375,0,0,0,41.48774,-89.50626,182766,342.97015,362.90808,129.09023,4543.19727,-0.07422,0.42578,15.42578,33,195.90372,NOSIGN,3,-47,8,434,0,991.25
2022-10-29--13-08-16-843,0,0,0,-4.625,-1,-2.125,0,0,0,41.48774,-89.50626,182766,342.97015,362.90808,129.09023,4543.19727,-0.00391,0.22656,14.96484,33,216.25595,NOSIGN,3,-47,8,434,0,989
2022-10-29--13-08-16-926,0,0,0,-3.75,2,-10.25,0,0,0,41.48774,-89.50626,182766,342.97015,362.90808,129.09023,4543.19727,-0.44531,0.05469,14.17969,33,218.52017,NOSIGN,3,-47,8,434,0,988.75
2022-10-29--13-08-17-57,0,0,0,-5.625,6.375,6,0,0,0,41.48775,-89.50625,183147,506.02145,414.0733,115.38215,5526.50342,-0.51953,-0.10547,13.79687,33,312.42151,NOSIGN,3,-60,8,434,0,978.4375
2022-10-29--13-08-17-137,0,0,0,-5.5,6.25,2.5,0,0,0,41.48775,-89.50625,183147,506.02145,414.0733,115.38215,5526.50342,-0.55859,0.08984,13.47656,33,338.77649,NOSIGN,3,-60,8,434,0,975.5625
2022-10-29--13-08-17-233,0,0,0,-3.625,-2.5,-4.375,0,0,0,41.48775,-89.50625,183147,506.02145,414.0733,115.38215,5526.50342,-0.65625,0.16797,13.14453,33,376.14999,NOSIGN,3,-60,8,434,0,971.5
2022-10-29--13-08-17-332,0,0,0,-4.5,-8.75,2.125,0,0,0,41.48775,-89.50625,183147,506.02145,414.0733,115.38215,5526.50342,-0.82422,-0.04297,12.9375,33,443.81781,NOSIGN,3,-60,8,434,0,964.1875
2022-10-29--13-08-17-463,0,0,0,-3.5,0.5,4.875,0,0,0,41.48777,-89.50623,183503,671.61078,443.05179,49.79372,6274.25049,-1.19922,0.22656,12.28906,33,529.56757,NOSIGN,3,-50,8,434,0,955
2022-10-29--13-08-17-562,0,0,0,-1.375,-3.625,-18.125,0,0,0,41.48777,-89.50623,183503,671.61078,443.05179,49.79372,6274.25049,-1.11328,0.09766,8.05078,33,586.6037,NOSIGN,3,-50,8,434,0,948.9375
2022-10-29--13-08-17-657,0,0,0,-3.75,0.25,-6.5,0,0,0,41.48777,-89.50623,183503,671.61078,443.05179,49.79372,6274.25049,-1.15234,-0.03516,6.54687,33,626.21295,NOSIGN,3,-50,8,434,0,944.75
2022-10-29--13-08-17-737,0,0,0,-4.75,-2.75,4.25,0,0,0,41.48777,-89.50623,183503,671.61078,443.05179,49.79372,6274.25049,-1.29297,-0.06641,6.39062,33,651.13226,NOSIGN,3,-50,8,434,0,942.125
2022-10-29--13-08-17-869,0,0,0,-4.375,7.25,-8.75,0,0,0,41.48779,-89.50623,183826,861.70776,440.85349,-41.13835,6466.35742,-1.30469,-0.03516,4.30078,33,689.83502,NOSIGN,4,-48,8.0625,434,0,938.0625
2022-10-29--13-08-17-954,0,0,0,-2.625,5.625,-22,0,0,0,41.48779,-89.50623,183826,861.70776,440.85349,-41.13835,6466.35742,-1.36328,-0.09375,1.16406,33,716.12909,NOSIGN,4,-48,8.0625,434,0,935.3125
2022-10-29--13-08-18-66,0,0,0,-7.125,1.625,9.375,0,0,0,41.48779,-89.50623,183826,861.70776,440.85349,-41.13835,6466.35742,-1.35156,-0.01563,-0.26172,33,761.72876,NOSIGN,4,-48,8.0625,434,0,930.5625
2022-10-29--13-08-18-147,0,0,0,-3.625,-9.5,-4.25,0,0,0,41.48779,-89.50623,183826,861.70776,440.85349,-41.13835,6466.35742,-1.27344,-0.05859,-2.22656,33,787.63177,NOSIGN,4,-48,8.0625,434,0,927.875
2022-10-29--13-08-18-275,0,0,0,-4.75,2.25,0,0,0,0,41.4878,-89.50622,184107,1021.8844,421.99921,-46.51477,6291.75928,-1.08594,0.00781,-3.48437,33,859.7099,NOSIGN,5,-49,8.0625,434,0,920.4375
2022-10-29--13-08-18-355,0,0,0,-2.625,3.625,-6.625,0,0,0,41.4878,-89.50622,184107,1021.8844,421.99921,-46.51477,6291.75928,-0.99609,-0.04687,-3.63281,33,888.33832,NOSIGN,5,-49,8.0625,434,0,917.5
2022-10-29--13-08-18-448,0,0,0,-3.5,13.125,-7.125,0,0,0,41.4878,-89.50622,184107,1021.8844,421.99921,-46.51477,6291.75928,-0.99219,-0.05469,-3.66406,33,930.53369,NOSIGN,5,-49,8.0625,434,0,913.1875
2022-10-29--13-08-18-528,0,0,0,-5.625,8.625,-0.75,0,0,0,41.4878,-89.50622,184107,1021.8844,421.99921,-46.51477,6291.75928,-0.94922,-0.05859,-3.67969,33,960.0047,NOSIGN,5,-49,8.0625,434,0,910.1875
2022-10-29--13-08-18-683,0,0,0,-2.375,0.125,-7.25,0,0,0,41.4878,-89.50621,184389,1194.95935,400.34421,-44.74681,6112.82275,-0.93359,-0.08984,-3.74219,33,1003.1579,NOSIGN,5,-49,8.0625,434,0,905.8125
2022-10-29--13-08-18-763,0,0,0,-3.25,-4.5,-11.5,0,0,0,41.4878,-89.50621,184389,1194.95935,400.34421,-44.74681,6112.82275,-0.85156,-0.10547,-3.71094,33,1036.59009,NOSIGN,5,-49,8.0625,434,0,902.4375
2022-10-29--13-08-18-859,0,0,0,-1.375,0.625,-15,0,0,0,41.4878,-89.50621,184389,1194.95935,400.34421,-44.74681,6112.82275,-0.8125,-0.08594,-3.64844,33,1070.77026,NOSIGN,5,-49,8.0625,434,0,899
2022-10-29--13-08-18-956,0,0,0,-3.625,1.75,-5.25,0,0,0,41.4878,-89.50621,184389,1194.95935,400.34421,-44.74681,6112.82275,-0.75391,-0.16016,-3.57812,33,1118.84265,NOSIGN,5,-49,8.0625,434,0,894.1875
2022-10-29--13-08-19-89,0,0,0,-4.375,6.5,0.625,0,0,0,41.48782,-89.5062,184687,1218.3147,356.7457,-45.35784,5443.76953,-0.73828,-0.12109,-3.43359,33,1182.92285,NOSIGN,6,-49,6.5625,434,0,887.8125
2022-10-29--13-08-19-188,0,0,0,-4,1.375,-6.5,0,0,0,41.48782,-89.5062,184687,1218.3147,356.7457,-45.35784,5443.76953,-0.69922,-0.13281,-3.37891,33,798.49719,NOSIGN,6,-49,6.5625,434,0,926.75
2022-10-29--13-08-19-283,0,0,0,-5.375,9.125,1.75,0,0,0,41.48782,-89.5062,184687,1218.3147,356.7457,-45.35784,5443.76953,-0.73828,-0.14453,-3.42969,33,-317.11139,NOSIGN,6,-49,6.5625,434,0,1049.6875
2022-10-29--13-08-19-362,0,0,0,-3.5,17.125,-4.125,0,0,0,41.48782,-89.5062,184687,1218.3147,356.7457,-45.35784,5443.76953,-0.73437,-0.21094,-3.5625,33,-795.25104,NOSIGN,6,-49,6.5625,434,0,1107.25
2022-10-29--13-08-19-495,0,0,0,-3.75,-48.625,-12.375,0,0,0,41.48783,-89.50619,184985,1077.73071,281.76474,-43.47057,4101.17725,-0.72266,-0.15625,-3.60156,33,-765.88171,NOSIGN,6,-53,8.0625,434,0,1103.625
2022-10-29--13-08-19-575,0,0,0,-7.125,5.625,6.875,0,0,0,41.48783,-89.50619,184985,1077.73071,281.76474,-43.47057,4101.17725,-0.58984,-0.12109,-3.60547,33,-761.3158,NOSIGN,6,-53,8.0625,434,0,1103.0625
2022-10-29--13-08-19-671,0,0,0,-5.5,1.75,-2.125,0,0,0,41.48783,-89.50619,184985,1077.73071,281.76474,-43.47057,4101.17725,-0.54297,-0.13281,-3.57031,33,-722.15607,NOSIGN,6,-53,8.0625,434,0,1098.25
2022-10-29--13-08-19-771,0,0,0,-6.125,-6.125,7.25,0,0,0,41.48783,-89.50619,184985,1077.73071,281.76474,-43.47057,4101.17725,-0.56641,-0.19922,-3.44531,33,-623.75879,NOSIGN,6,-53,8.0625,434,0,1086.25
2022-10-29--13-08-19-900,0,0,0,-3.5,0,-8,0,0,0,41.48824,-89.5052,181936,992.15558,229.04776,-36.06965,3159.28589,-0.58203,-0.21484,-3.30469,33,-449.96948,NOSIGN,6,-55,6.625,434,0,1065.375
2022-10-29--13-08-19-998,0,0,0,-5.5,12.5,-1.125,0,0,0,41.48824,-89.5052,181936,992.15558,229.04776,-36.06965,3159.28589,-0.53516,-0.16797,-3.23437,33,-346.39282,NOSIGN,6,-55,6.625,434,0,1053.125
2022-10-29--13-08-20-93,0,0,0,-4.125,-1.875,-4.625,0,0,0,41.48824,-89.5052,181936,992.15558,229.04776,-36.06965,3159.28589,-0.51172,-0.09766,-3.05859,33,-298.96216,NOSIGN,6,-55,6.625,434,0,1047.5625
2022-10-29--13-08-20-173,0,0,0,-4.5,-2,-5.625,0,0,0,41.48824,-89.5052,181936,992.15558,229.04776,-36.06965,3159.28589,-0.46094,-0.05859,-2.69531,33,-246.98039,NOSIGN,6,-55,6.625,434,0,1041.5
2022-10-29--13-08-20-312,0,0,0,-3.25,3.375,-10.875,0,0,0,41.48835,-89.50491,182071,986.84705,195.80663,-28.4241,2654.4165,-0.43359,-0.05078,-2.5,33,-182.79407,NOSIGN,6,-57,8,434,0,1034.0625
2022-10-29--13-08-20-411,0,0,0,-5.5,0.875,3.125,0,0,0,41.48835,-89.50491,182071,986.84705,195.80663,-28.4241,2654.4165,-0.40625,-0.01563,-2.35156,33,10.35925,NOSIGN,6,-57,8,434,0,1012
2022-10-29--13-08-20-507,0,0,0,-3.625,-18,-5.375,0,0,0,41.48835,-89.50491,182071,986.84705,195.80663,-28.4241,2654.4165,-0.35547,0.03906,-2.14062,33,225.88284,NOSIGN,6,-57,8,434,0,987.9375
2022-10-29--13-08-20-589,0,0,0,-3.5,5.75,-5.125,0,0,0,41.48835,-89.50491,182071,986.84705,195.80663,-28.4241,2654.4165,-0.25,0.05078,-2.00781,33,480.46722,NOSIGN,6,-57,8,434,0,960.25
2022-10-29--13-08-20-717,0,0,0,-1.625,1.25,-16.625,0,0,0,41.48842,-89.50473,182161,1117.57495,197.491,-25.5391,2812.88672,-0.08984,0.10156,-1.8125,33,1303.52429,NOSIGN,6,-53,8.0625,434,0,875.9375
2022-10-29--13-08-20-806,0,0,0,-3.625,9.625,-4.875,0,0,0,41.48842,-89.50473,182161,1117.57495,197.491,-25.5391,2812.88672,-0.08984,0.21875,-1.76953,33,1406.3584,NOSIGN,6,-53,8.0625,434,0,865.9375
2022-10-29--13-08-20-909,0,0,0,-1.5,6.125,-14.25,0,0,0,41.48842,-89.50473,182161,1117.57495,197.491,-25.5391,2812.88672,-0.26562,0.27344,-1.68359,33,1432.90088,NOSIGN,6,-53,8.0625,434,0,863.375
2022-10-29--13-08-20-988,0,0,0,-1.875,2.125,-7,0,0,0,41.48842,-89.50473,182161,1117.57495,197.491,-25.5391,2812.88672,-0.38281,0.30078,-1.60547,33,1464.0752,NOSIGN,6,-53,8.0625,434,0,860.375
2022-10-29--13-08-21-123,0,0,0,-3.75,-2,-9.375,0,0,0,41.48849,-89.50454,182251,1252.93164,202.75497,-22.31872,3029.32495,-0.39453,0.37109,-1.45703,33,1550.36829,NOSIGN,6,-57,8.0625,434,0,852.125
2022-10-29--13-08-21-204,0,0,0,-1.875,-8.25,-11.25,0,0,0,41.48849,-89.50454,182251,1252.93164,202.75497,-22.31872,3029.32495,-0.27344,0.42969,-1.36719,33,1583.93274,NOSIGN,6,-57,8.0625,434,0,848.9375
2022-10-29--13-08-21-292,0,0,0,-3.625,4.375,-3.75,0,0,0,41.48849,-89.50454,182251,1252.93164,202.75497,-22.31872,3029.32495,-0.22266,0.45703,-1.3125,33,1625.56921,NOSIGN,6,-57,8.0625,434,0,845
2022-10-29--13-08-21-372,0,0,0,-3.75,1.5,-6.375,0,0,0,41.48849,-89.50454,182251,1252.93164,202.75497,-22.31872,3029.32495,-0.09766,0.45312,-1.23047,33,1654.76379,NOSIGN,6,-57,8.0625,434,0,842.25
2022-10-29--13-08-21-528,0,0,0,-5.625,-10.375,5.25,0,0,0,41.48857,-89.50435,182341,1413.47705,208.55458,-21.19265,3281.29858,-0.04297,0.41406,-1.20313,33,1685.38757,NOSIGN,6,-56,8,434,0,839.375
2022-10-29--13-08-21-626,0,0,0,-1.75,2.25,-5.625,0,0,0,41.48857,-89.50435,182341,1413.47705,208.55458,-21.19265,3281.29858,-0.02734,0.40234,-1.17188,33,1727.49951,NOSIGN,6,-56,8,434,0,835.4375
2022-10-29--13-08-21-724,0,0,0,-4,-1.375,-5.75,0,0,0,41.48857,-89.50435,182341,1413.47705,208.55458,-21.19265,3281.29858,-0.04687,0.35937,-1.13281,33,1759.04578,NOSIGN,6,-56,8,434,0,832.5
2022-10-29--13-08-21-824,0,0,0,-4.625,-4.5,4.375,0,0,0,41.48857,-89.50435,182341,1413.47705,208.55458,-21.19265,3281.29858,-0.05078,0.33594,-1.125,33,1806.23657,NOSIGN,6,-56,8,434,0,828.125
2022-10-29--13-08-21-933,0,0,0,-3.625,4.25,-8.375,0,0,0,41.48864,-89.50415,182431,1557.43433,213.30602,-20.95016,3501.82666,-0.13281,0.28125,-1.10547,33,1867.27808,NOSIGN,6,-54,8,434,0,822.5
2022-10-29--13-08-22-31,0,0,0,-2.625,2.75,-6.75,0,0,0,41.48864,-89.50415,182431,1557.43433,213.30602,-20.95016,3501.82666,-0.16016,0.26172,-1.08594,33,1909.57214,NOSIGN,6,-54,8,434,0,818.625
2022-10-29--13-08-22-126,0,0,0,-3.75,0.5,-4,0,0,0,41.48864,-89.50415,182431,1557.43433,213.30602,-20.95016,3501.82666,-0.19141,0.25781,-1.08594,33,1945.19934,NOSIGN,6,-54,8,434,0,815.375
2022-10-29--13-08-22-205,0,0,0,-5.875,2,8.625,0,0,0,41.48864,-89.50415,182431,1557.43433,213.30602,-20.95016,3501.82666,-0.17578,0.26172,-1.08203,33,1975.45654,NOSIGN,6,-54,8,434,0,812.625
2022-10-29--13-08-22-339,0,0,0,0.25,-0.75,-26.625,0,0,0,41.48871,-89.50397,182521,1723.35962,217.70905,-20.84969,3741.17773,-0.1875,0.26172,-1.07031,33,2003.74304,NOSIGN,6,-58,8,434,0,810.0625
2022-10-29--13-08-22-437,0,0,0,-3.75,1.375,-4.25,0,0,0,41.48871,-89.50397,182521,1723.35962,217.70905,-20.84969,3741.17773,-0.17969,0.30469,-1.0625,33,2046.68811,NOSIGN,6,-58,8,434,0,806.1875
2022-10-29--13-08-22-535,0,0,0,-3.375,0.625,-9.25,0,0,0,41.48871,-89.50397,182521,1723.35962,217.70905,-20.84969,3741.17773,-0.20703,0.28906,-1.07031,33,2073.80786,NOSIGN,6,-58,8,434,0,803.75
2022-10-29--13-08-22-635,0,0,0,-2.625,-1.75,-8.875,0,0,0,41.48871,-89.50397,182521,1723.35962,217.70905,-20.84969,3741.17773,-0.24219,0.30078,-1.06641,33,2125.49268,NOSIGN,6,-58,8,434,0,799.125
2022-10-29--13-08-22-744,0,0,0,-1,1.625,-20.75,0,0,0,41.48879,-89.50378,182612,1870.90552,221.17686,-21.2396,3947.98437,-0.24609,0.30078,-1.07422,33,2183.82056,NOSIGN,6,-71,8.0625,434,0,793.9375
2022-10-29--13-08-22-843,0,0,0,-2.5,0.5,-17.625,0,0,0,41.48879,-89.50378,182612,1870.90552,221.17686,-21.2396,3947.98437,-0.24219,0.28906,-1.06641,33,2230.47437,NOSIGN,6,-71,8.0625,434,0,789.8125
2022-10-29--13-08-22-937,0,0,0,-3.75,0.5,-6.625,0,0,0,41.48879,-89.50378,182612,1870.90552,221.17686,-21.2396,3947.98437,-0.28516,0.27734,-1.08984,33,2270.25098,NOSIGN,6,-71,8.0625,434,0,786.3125
2022-10-29--13-08-23-17,0,0,0,-2,5.625,-12.25,0,0,0,41.48879,-89.50378,182612,1870.90552,221.17686,-21.2396,3947.98437,-0.34375,0.22266,-1.10938,33,2313.06567,NOSIGN,6,-71,8.0625,434,0,782.5625
2022-10-29--13-08-23-151,0,0,0,-5.625,9.5,2.25,0,0,0,41.48886,-89.50359,182702,1987.0769,214.855,-22.14224,3969.13208,-0.40625,0.13672,-1.14453,33,2318.78979,NOSIGN,6,-65,8,434,0,782.0625
2022-10-29--13-08-23-248,0,0,0,-3.25,5.125,-6.125,0,0,0,41.48886,-89.50359,182702,1987.0769,214.855,-22.14224,3969.13208,-0.46875,0.00781,-1.19141,33,2106.6001,NOSIGN,6,-65,8,434,0,800.8125
2022-10-29--13-08-23-346,0,0,0,-5.25,8.125,0,0,0,0,41.48886,-89.50359,182702,1987.0769,214.855,-22.14224,3969.13208,-0.41797,-0.03516,-1.23828,33,1940.39514,NOSIGN,6,-65,8,434,0,815.8125
2022-10-29--13-08-23-446,0,0,0,-3.625,3.875,-3.375,0,0,0,41.48886,-89.50359,182702,1987.0769,214.855,-22.14224,3969.13208,-0.42969,0.08203,-1.24219,33,1994.7644,NOSIGN,6,-65,8,434,0,810.875
2022-10-29--13-08-23-556,0,0,0,-3,8.125,-15.125,0,0,0,41.48893,-89.5034,182792,2072.81665,207.45886,-21.4601,3942.83911,-0.52734,0.29297,-1.20313,33,1991.3136,NOSIGN,6,-55,8,434,0,811.1875
2022-10-29--13-08-23-635,0,0,0,-2.625,4.625,-12.625,0,0,0,41.48893,-89.5034,182792,2072.81665,207.45886,-21.4601,3942.83911,-0.57812,0.26953,-1.20313,33,2006.50745,NOSIGN,6,-55,8,434,0,809.8125
2022-10-29--13-08-23-723,0,0,0,-2.5,-1.75,-10.75,0,0,0,41.48893,-89.5034,182792,2072.81665,207.45886,-21.4601,3942.83911,-0.55078,0.1875,-1.14844,33,2120.59082,NOSIGN,6,-55,8,434,0,799.5625
2022-10-29--13-08-23-803,0,0,0,-6.375,2.125,5.5,0,0,0,41.48893,-89.5034,182792,2072.81665,207.45886,-21.4601,3942.83911,-0.52344,0.15234,-1.16016,33,2146.53125,NOSIGN,6,-55,8,434,0,797.25
2022-10-29--13-08-23-962,0,0,0,-3.875,1.25,-5.25,0,0,0,41.48901,-89.5032,182883,2178.32812,201.02272,-20.86131,3953.06763,-0.52344,0.20703,-1.10547,33,2190.16821,NOSIGN,6,-56,8.0625,434,0,793.375
2022-10-29--13-08-24-42,0,0,0,-2,2.625,-18.5,0,0,0,41.48901,-89.5032,182883,2178.32812,201.02272,-20.86131,3953.06763,-0.50781,0.21094,-1.09375,33,2209.94507,NOSIGN,6,-56,8.0625,434,0,791.625
2022-10-29--13-08-24-134,0,0,0,-4.625,3.25,-0.25,0,0,0,41.48901,-89.5032,182883,2178.32812,201.02272,-20.86131,3953.06763,-0.53906,0.23047,-1.06641,33,2242.53076,NOSIGN,6,-56,8.0625,434,0,788.75
2022-10-29--13-08-24-214,0,0,0,-3.625,5.75,-5,0,0,0,41.48901,-89.5032,182883,2178.32812,201.02272,-20.86131,3953.06763,-0.55078,0.19531,-1.06641,33,2311.63525,NOSIGN,6,-56,8.0625,434,0,782.6875
2022-10-29--13-08-24-371,0,0,0,-7,-1.25,12.5,0,0,0,41.48908,-89.50301,182973,2274.95166,196.46829,-19.79844,3983.22119,-0.46094,0.1875,-1.05469,33,2314.49634,NOSIGN,6,-69,8,434,0,782.4375
