timestamp_ms,ax,ay,az,gx,gy,gz,mx,my,mz,latitude,longitude,altitude,satellite_count,position_lock,temperature,pressure,barometer_altitude,highg_ax,highg_ay,highg_az,rocket_state,l1_extension,l2_extension,state_est_x,state_est_vx,state_est_ax,state_est_apo,battery_voltage
4937540,0.207644,0.098881,1.9986,22.3913,-5.08375,-243.521,-0.7672,1.6653,-1.06722,32.9397,-106.911,1364.68,15,1,41.12,837.54,1750.21,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,7.99541
4937550,0.207644,0.098881,1.9986,22.3913,-5.08375,-243.521,-0.7672,1.6653,-1.06722,32.9397,-106.911,1364.68,15,1,41.12,837.54,1750.21,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,7.99541
4937560,0.207644,0.098881,1.9986,22.3913,-5.08375,-243.521,-0.7672,1.6653,-1.06722,32.9397,-106.911,1364.68,15,1,41.12,837.54,1750.21,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,7.99541
4937570,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.06,837.08,1754.93,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937580,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.06,837.08,1754.93,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937590,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.06,837.08,1754.93,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937600,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.06,837.08,1754.93,-0.519531,0.423828,31.7891,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937610,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.06,837.08,1754.93,-0.582031,0.429688,31.7754,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937620,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.06,837.08,1754.93,-0.582031,0.429688,31.7754,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937630,-0.54046,-0.297924,1.9986,19.215,-13.1075,-206.115,-0.83944,1.77632,-1.07464,32.9397,-106.911,1364.68,15,1,41.07,837.17,1753.99,-0.582031,0.429688,31.7754,3,0,0,1695.21,387.717,311.858,6197.58,8.03408
4937640,-0.143533,0.009333,1.9986,14.3325,-29.2337,-268.048,-0.85974,1.6289,-1.07926,0,0,0,0,0,41.07,837.17,1753.99,-0.158203,0.488281,31.7402,3,0,0,0,0,0,0,8.01475
4937650,-0.143533,0.009333,1.9986,14.3325,-29.2337,-268.048,-0.85974,1.6289,-1.07926,0,0,0,0,0,41.07,837.17,1753.99,-0.158203,0.488281,31.7402,3,0,0,0,0,0,0,8.01475
4937660,-0.099796,-0.374906,1.9986,16.905,-60.3488,-209.396,-0.8799,1.72452,-1.06764,0,0,0,0,0,41.07,836.62,1760.03,0,0,0,3,0,0,0,0,0,0,7.99541
4937670,-0.099796,-0.374906,1.9986,16.905,-60.3488,-209.396,-0.8799,1.72452,-1.06764,0,0,0,0,0,41.07,836.62,1760.03,0,0,0,3,0,0,0,0,0,0,7.99541
4937680,-0.099796,-0.374906,1.9986,16.905,-60.3488,-209.396,-0.8799,1.72452,-1.06764,0,0,0,0,0,41.07,836.62,1760.03,0,0,0,3,0,0,0,0,0,0,7.99541
4937690,-0.099796,-0.374906,1.9986,16.905,-60.3488,-209.396,-0.8799,1.72452,-1.06764,0,0,0,0,0,41.07,836.62,1760.03,0,0,0,3,0,0,0,0,0,0,7.99541
