1,-0.022448,0.057645,1.01339,1.54,2.45,-3.8675,-0.532,1.44634,-1.01864,36060421,0,0,0,0,0,0,0,0,1,39.72,1449.79,864.75,36063011,1,1,36060481,1,0.0351562,0.115234,1.03711,36060491,0,0,0,0,1,36060481,8.03408
1,-0.009943,0.053924,1.02273,1.60125,1.47875,-2.9925,-0.53298,1.44802,-1.0339,36063030,0,0,0,0,0,0,0,0,1,39.67,1449.66,864.74,36069461,1,1,36063030,1,0.0292969,0.113281,1.03711,36067452,0,0,0,0,1,36063090,8.05342
1,-0.000305,0.056059,1.01894,2.03,2.24875,-3.59625,-0.51716,1.4441,-1.04944,36069480,1,1.36542e+06,3,32.9397,-106.911,1,11,36069540,1,39.67,1449.77,864.73,36072070,1,1,36069462,1,0.0292969,0.111328,1.03711,36069574,0,0,0,0,1,36069540,8.07275
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36072070,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.005978,0.052887,1.01126,2.00375,2.135,-3.00125,-0.5278,1.44214,-1.0213,36072089,0,0,0,0,0,0,0,0,1,39.68,1449.5,864.76,36074679,1,1,36072671,1,0.03125,0.107422,1.03711,36072160,0,0,0,0,1,36072150,8.06309
1,-0.010187,0.056608,1.0201,1.63625,1.93375,-2.44125,-0.53046,1.55904,-1.0528,36074698,0,0,0,0,0,0,0,0,1,39.68,1449.6,864.75,36077288,1,1,36074759,1,0.0332031,0.105469,1.03516,36074768,0,0,0,0,1,36074759,8.02441
1,-0.014823,0.054168,1.02053,1.63625,2.10875,-3.0975,-0.52836,1.44606,-1.04328,36077307,0,0,0,0,0,0,0,0,1,39.69,1449.44,864.77,36079897,1,1,36077307,1,0.0332031,0.109375,1.03711,36077376,0,0,0,0,1,36077367,8.08242
1,-0.012322,0.051545,1.01486,1.88125,2.09125,-3.33375,-0.52962,1.44312,-1.02382,36079916,0,0,0,0,0,0,0,0,1,39.69,1449.76,864.74,36082506,1,1,36079898,1,0.0332031,0.107422,1.03711,36079986,0,0,0,0,1,36079976,8.07275
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36082507,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.018727,0.041968,1.01644,1.8375,2.16125,-3.3775,-0.52724,1.44844,-1.05364,36082525,0,0,0,0,0,0,0,0,1,39.7,1449.7,864.75,36085115,0,0,0,1,0.03125,0.117188,1.04102,36082595,0,0,0,0,1,36082585,8.07275
1,-0.013664,0.048617,1.01449,1.645,2.2925,-3.5875,-0.53074,1.44452,-1.05378,36085134,0,0,0,0,0,0,0,0,1,39.7,1449.8,864.74,36087724,1,1,36085116,1,0.03125,0.117188,1.04102,36085204,0,0,0,0,1,36085195,8.08242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36087724,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.005856,0.047763,1.027,1.5575,2.8875,-3.77125,-0.53242,1.44578,-1.04216,36087743,0,0,0,0,0,0,0,0,1,39.7,1449.7,864.75,36090333,1,1,36088325,1,0.03125,0.121094,1.03906,36087814,0,0,0,0,1,36087804,8.07275
1,-0.002013,0.054046,1.02132,1.23375,1.96,-3.52625,-0.5299,1.4469,-1.04034,36090352,1,1.36541e+06,3,32.9397,-106.911,1,11,36090412,1,39.71,1449.74,864.75,36092942,1,1,36090437,1,0.0292969,0.113281,1.04297,36090447,0,0,0,0,1,36090412,8.03408
1,0.002745,0.0732,1.00278,1.23375,2.65125,-3.8325,-0.53354,1.45166,-1.03362,36092961,0,0,0,0,0,0,0,0,1,39.71,1449.85,864.74,36095551,1,1,36093023,1,0.0292969,0.105469,1.04297,36093032,0,0,0,0,1,36093023,8.06309
1,0.005917,0.070394,0.987956,1.61875,2.24,-3.08,-0.5348,1.45306,-1.03586,36095570,0,0,0,0,0,0,0,0,1,39.71,1449.74,864.75,36098160,1,1,36095570,1,0.0214844,0.103516,1.04297,36095641,0,0,0,0,1,36095632,8.04375
1,-0.008906,0.046299,1.01589,1.77625,2.49375,-3.63125,-0.53228,1.44522,-1.03642,36098179,0,0,0,0,0,0,0,0,1,39.72,1450,864.73,36100769,1,1,36098161,1,0.0175781,0.0976562,1.04297,36098249,0,0,0,0,1,36098240,8.06309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36100769,0,0,0,0,0,0,0,0,0,0,0,0
1,0.005795,0.050081,1.01565,1.79375,2.1,-3.40375,-0.53214,1.44592,-1.0136,36100788,0,0,0,0,0,0,0,0,1,39.72,1449.58,864.77,36103378,1,1,36101370,1,0.0234375,0.101562,1.04102,36100859,0,0,0,0,1,36100849,8.02441
1,-0.013847,0.054351,1.01541,1.715,2.05625,-2.56375,-0.5334,1.4455,-1.03502,36103397,0,0,0,0,0,0,0,0,1,39.72,1450.11,864.72,36105987,1,1,36103457,1,0.03125,0.109375,1.03516,36103467,0,0,0,0,1,36103457,8.06309
1,-0.017568,0.051972,1.01644,1.42625,2.065,-3.26375,-0.53578,1.44774,-1.03964,36106006,0,0,0,0,0,0,0,0,1,39.67,1449.56,864.75,36112438,1,1,36106006,1,0.0253906,0.111328,1.03906,36110429,0,0,0,0,1,36106067,8.04375
1,-0.00244,0.04758,1.02083,1.8375,2.3275,-3.68375,-0.53032,1.4469,-1.01752,36112456,1,1.36532e+06,3,32.9397,-106.911,1,11,36112516,0,0,0,0,0,1,1,36112438,1,0.0195312,0.111328,1.04102,36112550,0,0,0,0,1,36112516,8.07275
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36113039,0,0,0,0,0,0,0,0,0,0,0,0
1,0.001647,0.059048,1.01699,1.6975,1.74125,-3.15,-0.53214,1.44452,-1.04678,36115291,0,0,0,0,0,0,0,0,1,39.67,1449.56,864.75,36115273,1,1,36115351,0,0,0,0,0,0,0,0,0,1,36115351,8.07275
1,-0.003416,0.052643,1.01992,1.61875,1.49625,-3.185,-0.53018,1.4497,-1.02438,36117900,0,0,0,0,0,0,0,0,1,39.68,1449.6,864.75,36117882,0,0,0,1,0.0292969,0.109375,1.03711,36115361,0,0,0,0,0,0,0
1,-0.005002,0.052338,1.01724,1.4175,1.70625,-3.43875,-0.52934,1.4462,-1.0423,36120509,0,0,0,0,0,0,0,0,1,39.68,1449.71,864.74,36120491,1,1,36117901,1,0.0292969,0.107422,1.03906,36117972,0,0,0,0,1,36117962,8.05342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36120510,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.009882,0.063928,1.01602,1.5575,2.31,-2.8,-0.53438,1.4525,-1.04832,36123118,0,0,0,0,0,0,0,0,1,39.69,1449.44,864.77,36123100,0,0,0,1,0.0332031,0.109375,1.03906,36120580,0,0,0,0,1,36120570,8.07275
1,-0.014945,0.052033,1.01284,2.0125,1.9425,-3.49125,-0.53172,1.43962,-1.03754,36125727,0,0,0,0,0,0,0,0,1,39.69,1449.76,864.74,36125709,1,1,36123119,1,0.0292969,0.101562,1.04102,36123189,0,0,0,0,1,36123180,8.06309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36125728,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.020618,0.053558,1.0151,2.00375,2.1175,-3.47375,-0.52794,1.44396,-1.02452,36128336,0,0,0,0,0,0,0,0,1,39.7,1449.59,864.76,36128318,0,0,0,1,0.0175781,0.105469,1.04102,36125800,0,0,0,0,1,36125791,8.05342
1,-0.0183,0.054717,1.01589,1.46125,2.3625,-3.535,-0.52948,1.4448,-1.043,36130945,0,0,0,0,0,0,0,0,1,39.7,1449.91,864.73,36130927,1,1,36128337,1,0.00976562,0.111328,1.03906,36128407,0,0,0,0,1,36128397,8.05342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36130946,0,0,0,0,0,0,0,0,0,0,0,0
