20.70	1064	101.2F	9.1
20.75	1059	101.2F	9.1
20.80	1057	101.2F	9.1
20.85	1053	101.2F	9.1
20.90	1050	101.2F	9.1
20.95	1048	101.2F	9.1
21.00	1052	101.2F	9.1
21.05	1052	101.2F	9.1
21.10	1051	101.2F	9.1
21.15	1046	101.2F	9.1
21.20	1035	101.2F	9.1
21.25	1033	101.2F	9.1
21.30	1036	101.2F	9.1
21.35	1039	101.2F	9.1
21.40	1035	101.2F	9.1
21.45	1031	101.2F	9.1
21.50	1026	101.2F	9.1
21.55	1025	101.2F	9.1
21.60	1023	101.2F	9.1
21.65	1032	101.2F	9.1
21.70	1019	101.2F	9.1
21.75	1023	101.2F	9.1
21.80	1015	101.2F	9.1
21.85	1007	101.2F	9.1
21.90	1018	101.2F	9.1
21.95	1012	101.2F	9.1
22.00	1022	101.2F	9.1
22.05	1017	101.2F	9.1
22.10	1013	101.2F	9.1
22.15	1009	101.2F	9.1
22.20	1005	101.2F	9.1
22.25	1009	101.2F	9.1
22.30	1007	101.2F	9.1
22.35	1002	101.2F	9.1
22.40	1006	101.2F	9.1
22.45	1007	101.2F	9.1
22.50	1004	101.2F	9.1
22.55	1004	101.2F	9.1
22.60	1002	101.2F	9.1
22.65	996	101.2F	9.1
22.70	994	101.2F	9.1
22.75	995	101.2F	9.1
22.80	993	101.2F	9.1
22.85	988	101.2F	9.1
22.90	989	101.2F	9.1
22.95	989	101.2F	9.1
23.00	989	101.2F	9.1
23.05	987	101.2F	9.1
23.10	984	101.2F	9.1
23.15	984	101.2F	9.1
23.20	983	101.2F	9.1
23.25	982	101.2F	9.1
23.30	982	101.2F	9.1
23.35	977	101.2F	9.1
23.40	977	101.2F	9.1
23.45	979	101.2F	9.1
23.50	976	101.2F	9.1
23.55	972	101.2F	9.1
23.60	973	101.2F	9.1
23.65	971	101.2F	9.1
23.70	970	101.2F	9.1
23.75	967	101.2F	9.1
23.80	969	101.2F	9.1
23.85	969	101.2F	9.1
23.90	971	101.2F	9.1
23.95	968	101.2F	9.1
24.00	968	101.2F	9.1
24.05	962	101.2F	9.1
24.10	960	101.2F	9.1
24.15	958	101.2F	9.1
